paper_id,combScore,combRank
2092,0.0013125241986662686,1
2882,0.0012389065919796872,2
1144,0.0009415232284016262,3
767,0.0009038254525926181,4
1862,0.0008447132178959284,5
2020,0.0007946283483203334,6
1640,0.0007946283483203334,7
4108,0.000746958374987261,8
1155,0.0007400153699082686,9
845,0.0007219375437519597,10
3856,0.0007092297374222207,11
3717,0.0007037131756866199,12
2572,0.0006904268774573414,13
2438,0.0006847297966635582,14
3435,0.0006810038462922728,15
2164,0.0006694686043123845,16
1542,0.0006671153900674615,17
1679,0.0006635617124546391,18
2698,0.0006617741125385284,19
2069,0.0006588867889845395,20
2293,0.0006588867889845395,21
2388,0.0006588867889845395,22
1316,0.0006581646697161781,23
1332,0.0006578910795941491,24
3201,0.0006569188942906371,25
895,0.0006510536251443403,26
1666,0.0006473777167698817,27
966,0.0006471922217703488,28
1380,0.0006439247824101103,29
1745,0.0006408554640081553,30
1283,0.0006405211228594624,31
1052,0.0006404594839148973,32
1372,0.0006396472871164445,33
1318,0.0006370065495551259,34
1063,0.0006370065495551259,35
4036,0.0006322074653841907,36
1264,0.0006313867689715521,37
2070,0.00063044544928836,38
4610,0.0006283810072389455,39
2605,0.0006262920549606879,40
3340,0.0006237765933758999,41
2466,0.0006191029896378849,42
3211,0.0006145445415289768,43
1042,0.0006138172737938934,44
3048,0.0006111241379407595,45
1472,0.0006084609521891036,46
338,0.0006007450296158346,47
522,0.0006007450296158346,48
1482,0.0006007450296158346,49
948,0.0005964582304807547,50
909,0.0005964582304807547,51
430,0.0005937697958696647,52
2411,0.000587365609371417,53
4474,0.0005850386929243796,54
964,0.0005828119854588438,55
989,0.0005774456713629053,56
1011,0.0005749324026432689,57
2058,0.0005747568433701473,58
2740,0.0005681365063308604,59
2195,0.0005676220488148574,60
2203,0.0005666855717059989,61
514,0.0005660968644497273,62
199,0.0005660968644497273,63
3996,0.0005660307298540954,64
1845,0.0005593291941627527,65
906,0.0005543137589970187,66
1102,0.0005532302555570102,67
4311,0.0005521942641441267,68
2468,0.0005473818077659073,69
1253,0.0005470374183269162,70
5013,0.0005467037275516495,71
4505,0.0005467037275516495,72
5022,0.0005466110430777116,73
724,0.0005392685377941909,74
3599,0.0005380248665236043,75
2234,0.0005329017809421838,76
951,0.0005319033459860639,77
1449,0.0005312928431502939,78
655,0.0005309314965144637,79
5128,0.0005276129191777734,80
3863,0.0005250544501663988,81
2024,0.0005230860718618734,82
714,0.0005215668292764184,83
919,0.0005205478897639844,84
2513,0.0005201389155041177,85
981,0.0005201009308108417,86
2647,0.0005193825350765706,87
2794,0.0005191324271426618,88
3868,0.0005178508734152234,89
4412,0.0005177804339457233,90
3193,0.0005165210064930621,91
1335,0.0005149824454736409,92
4350,0.0005137958155761193,93
3432,0.0005118118210184187,94
2063,0.0005109015641778621,95
2332,0.0005109015641778621,96
2480,0.0005109015641778621,97
3569,0.0005093115222204323,98
764,0.0005062644651008729,99
428,0.0005049383107389076,100
1886,0.0005044925889253246,101
2905,0.0005026845407830933,102
3324,0.0005014377423396274,103
1661,0.0005003710001073219,104
2569,0.0004989098569723946,105
1111,0.000498541966687355,106
2001,0.0004981676432855214,107
1221,0.0004981295792605069,108
2416,0.0004942188432352489,109
1710,0.000493578217398388,110
1126,0.0004935406965489332,111
2048,0.0004911018450289389,112
1277,0.0004911018450289389,113
3516,0.0004911018450289389,114
1904,0.0004911018450289389,115
1594,0.0004862937159136569,116
3846,0.00048522121138910835,117
2082,0.0004850922658683971,118
3462,0.0004831073203739013,119
1563,0.00048113229863419203,120
4425,0.00048033913788531025,121
241,0.0004768749763885629,122
1949,0.0004734148550384838,123
4939,0.00047327079611600984,124
3584,0.00047318905107141386,125
3246,0.0004730456754808425,126
2857,0.0004728388085284863,127
2282,0.00047252532575586624,128
3185,0.0004718948135994839,129
3182,0.0004716869821986611,130
3889,0.0004664824844137799,131
4178,0.0004664824844137799,132
3586,0.0004655233387314366,133
1672,0.0004642136786118707,134
2187,0.0004612218896117196,135
1520,0.00045958540784643245,136
3888,0.00045957709254035393,137
2611,0.0004559591779407405,138
3740,0.0004550680527822213,139
4841,0.00045458208253393745,140
5255,0.0004533404691579102,141
819,0.00044944895870738423,142
2594,0.00044938167697821817,143
3542,0.0004479323047337042,144
2587,0.00044621718889833843,145
3115,0.0004449934153348808,146
5431,0.0004435743859528905,147
5104,0.0004434789103801126,148
1503,0.00044322041438382264,149
2914,0.00044249705590532337,150
4122,0.0004418382012233257,151
4351,0.00044149680549610985,152
1577,0.0004414724662392366,153
4902,0.0004395311255364876,154
4550,0.0004359444099328739,155
1153,0.00043584676634290053,156
1575,0.0004356807689280339,157
2574,0.0004336219175573177,158
2809,0.0004336219175573177,159
2617,0.0004336219175573177,160
2637,0.00043352972640806124,161
2055,0.0004334730351194146,162
835,0.0004329595517239493,163
3178,0.0004319104312839163,164
1907,0.00042924792106745154,165
3406,0.0004287448340416486,166
2046,0.0004276103243539499,167
2074,0.0004272219760417092,168
2718,0.00042645288052202456,169
2455,0.0004259618299654596,170
1750,0.00042491067848425144,171
3836,0.0004248113631353376,172
3546,0.0004245077407873161,173
3685,0.0004245077407873161,174
3833,0.00042448369345146413,175
4937,0.0004236511934613057,176
4102,0.0004229206092429008,177
1925,0.00042068742623419154,178
1695,0.0004185418592559422,179
2257,0.00041823381959419287,180
4853,0.00041726931513242813,181
3313,0.0004169233926590334,182
5231,0.0004161136480729504,183
3693,0.0004159278235029628,184
6215,0.0004156997926725099,185
1891,0.0004151286395506756,186
5755,0.00041474264003080825,187
2207,0.0004134871264186663,188
2817,0.000413294517955098,189
1833,0.000413094589015929,190
3482,0.00041175743814205503,191
2878,0.00041018366627342933,192
5492,0.0004081004370648527,193
4462,0.0004070952848170316,194
5888,0.00040670553447358,195
2150,0.0004063532705590812,196
2907,0.0004063257544743214,197
1677,0.0004059241858338741,198
3307,0.00040512690452032454,199
2757,0.000404868190718064,200
3716,0.0004040566645703844,201
2944,0.00040313032943164193,202
4677,0.0004026402210487052,203
3396,0.0004023399522998686,204
1392,0.00040204113978375283,205
3526,0.00040129217384070684,206
1839,0.00040120220306722143,207
4546,0.00040018399740308257,208
3128,0.0003999886761801083,209
2072,0.00039969540469068525,210
1691,0.0003993778958884847,211
585,0.00039926467305380207,212
1457,0.0003985276669634379,213
1154,0.00039808415403822797,214
3399,0.00039796067799062766,215
2036,0.00039620329567540536,216
1880,0.00039513020096537275,217
5300,0.00039479744709377667,218
5877,0.00039479744709377667,219
4673,0.00039475536186372296,220
3902,0.00039444348722762437,221
1715,0.00039423704565897164,222
798,0.0003941852512099739,223
329,0.0003941852512099739,224
3750,0.0003940691436151591,225
2275,0.00039340207008196833,226
3440,0.00039330039973118274,227
4788,0.0003924309951753865,228
2657,0.00039206786336739435,229
293,0.00039160655801839925,230
4461,0.00039160280655443084,231
1158,0.0003905821985167117,232
2810,0.00038988813478910134,233
1290,0.000389328580247904,234
3165,0.00038926668794149347,235
4486,0.00038775753425960386,236
2451,0.00038745570813073806,237
2196,0.00038745570813073806,238
2439,0.00038745570813073806,239
1689,0.00038745570813073806,240
2937,0.00038717070971977497,241
2447,0.0003870787725949941,242
5029,0.0003860868036737119,243
5733,0.0003859479628435822,244
4026,0.00038530937373838905,245
1284,0.0003846979288793935,246
4089,0.0003843685909370476,247
2924,0.00038380349743233626,248
3194,0.00038376161900506773,249
5797,0.0003835506276152984,250
5870,0.0003832216634145324,251
371,0.000382852790921546,252
2030,0.0003823451499318097,253
6483,0.00038195089832422733,254
3689,0.0003818934801969395,255
4293,0.0003810834867706555,256
1379,0.00038024605497717363,257
2272,0.0003793667168173562,258
3234,0.00037926688608217677,259
6241,0.00037905338866064476,260
1307,0.00037877978334148953,261
2301,0.00037762433626153935,262
2417,0.0003775312751011916,263
5647,0.0003773957659702817,264
2158,0.00037730133919198345,265
5073,0.0003771655647791401,266
3332,0.0003765565052807205,267
2645,0.00037652983460844893,268
4394,0.00037567488686802004,269
3208,0.00037471232555497504,270
3330,0.00037467039285481553,271
5257,0.00037456444349079755,272
2672,0.0003737298630916068,273
4683,0.0003732673632311164,274
5454,0.00037322297374907897,275
2636,0.000373083301317505,276
5657,0.0003728374609163419,277
3649,0.0003722878912150875,278
4414,0.0003721912890262005,279
5138,0.00037193571594779405,280
962,0.0003718724396031587,281
1723,0.0003718685986782694,282
2246,0.00037156484367112787,283
3075,0.0003706223135248809,284
2586,0.00037055266339601446,285
955,0.000369783195911971,286
1636,0.00036955547286817705,287
3518,0.00036921462208896767,288
4159,0.0003689630188619446,289
1556,0.0003683324221991506,290
3253,0.00036826583602427503,291
690,0.0003680347919813655,292
5026,0.00036751320067217883,293
2566,0.0003673527936177247,294
5024,0.0003668654666133852,295
5918,0.0003656008602837455,296
3608,0.00036554915600571616,297
926,0.00036494331763152075,298
837,0.00036494331763152075,299
2749,0.000363843812465318,300
2628,0.00036376729431246223,301
4660,0.00036375438538645657,302
1204,0.00036259727844876923,303
4365,0.00036219570067415704,304
2169,0.0003611064781293764,305
429,0.00036092575668820613,306
1143,0.0003606194161595696,307
6425,0.0003602788557115939,308
4329,0.0003596252876816507,309
3532,0.00035954992870146547,310
5883,0.0003593865080391102,311
4431,0.00035874173222790547,312
4038,0.00035854935985857,313
6240,0.00035846651451606684,314
3763,0.0003579602849366907,315
2141,0.0003575081698434288,316
4082,0.0003574276916289135,317
1810,0.0003573876760341317,318
2953,0.0003572307314820036,319
3633,0.00035715814640638885,320
3034,0.0003565502012917631,321
2148,0.00035631364206744904,322
4266,0.0003562279134452629,323
820,0.0003554833712350472,324
3141,0.0003549567663899404,325
1490,0.0003543031916050005,326
1721,0.000354261388859056,327
1309,0.0003541416520373139,328
2276,0.00035376401584362314,329
5092,0.0003536471657452451,330
3110,0.00035356053663211456,331
5422,0.0003528936047064478,332
