id,PageRankRank,T0PRRank,T1PRRank,T2PRRank,T3PRRank,T4PRRank,T5PRRank,T6PRRank,T7PRRank,T8PRRank,T9PRRank
4557,1920,1985,5251,2590,371,5957,1401,627,2350,5065,1874
2696,1921,5273,415,5490,409,5637,1381,4948,7372,3512,6816
3632,1922,5272,3123,7971,2641,7843,162,211,5050,1656,5363
4857,1923,1809,5453,1479,4823,2403,7849,3516,7723,3366,185
7502,1924,5271,3124,7970,2638,7846,3485,8012,512,7093,940
8497,1926,5269,3126,7967,584,5789,1547,5046,7218,4485,7145
8498,1927,5268,3127,7937,529,5599,1418,4974,7230,4560,4558
8499,1928,5267,3128,7936,530,5598,1413,4979,7247,4625,1952
8495,1929,5266,3121,7973,599,5778,1593,5005,7252,4620,2041
8496,1925,5270,3125,7969,596,5780,1591,5007,7225,4490,7111
2617,1930,5265,826,6406,3577,6830,4511,7158,1832,6396,3711
6500,1931,1095,6293,3848,6602,3896,888,6327,1195,1464,4588
1615,1932,5264,3101,7991,2531,7768,2851,7429,841,220,5962
5217,1933,5263,3109,284,6017,1739,4708,2064,1292,413,5558
5439,1934,5262,3093,7939,2292,5116,2549,7765,593,8118,3228
5438,1935,5261,3096,7966,2622,7860,3473,8023,595,8131,3217
5437,1936,5260,3097,7982,2485,5242,2664,7836,594,8125,3222
8873,1937,5259,435,5473,2272,5194,2647,7851,3670,8264,3342
4908,1938,5258,3092,244,5989,2033,5144,2581,1649,1117,4885
7195,1939,5257,3102,7990,458,5655,1699,4694,1174,5811,1437
3379,1940,2082,5229,2568,7879,1140,1169,6122,1329,1003,6166
4771,1941,5256,3103,7989,1416,4892,1795,4673,399,3194,7934
5428,1942,5255,3104,7988,2523,7719,542,6002,3022,405,5566
7668,1943,1586,4907,2675,7509,2972,8240,3409,1133,1360,4954
2161,1944,311,5713,1742,5475,327,5905,1598,1428,1669,388
9194,1945,5254,3105,7987,2516,7724,2889,7627,3876,421,5552
9195,1946,5225,2974,8336,3010,8209,3187,8341,4117,422,5551
4246,1947,5117,3290,8011,1266,289,5876,1589,6660,4092,1010
214,1948,1237,693,6282,4446,687,6330,4035,8008,3999,7281
3829,1949,1371,5087,1025,6196,4001,6619,3703,8250,962,6026
2833,1950,1221,264,267,5973,1998,5266,2694,5941,1874,1136
8949,1951,5116,3283,8018,2629,7854,3478,8019,4337,775,6432
6416,1952,843,6456,4325,1107,6072,586,5962,3261,7581,2729
2197,1953,1530,4779,2014,769,483,5542,2499,652,7858,3381
7275,1954,485,5851,1162,5027,855,6395,3974,8039,3985,7234
6675,1955,5115,3272,8055,2561,7682,325,5707,2695,5674,1611
2447,1956,1594,4899,2114,5202,2717,7589,2807,2040,5138,2463
9043,1957,4979,2799,8190,3088,8133,3259,8278,388,415,137
3753,1958,4978,2800,8189,1459,1437,4961,78,4259,6644,4387
7872,1959,4977,2801,8188,1174,6246,4052,961,6611,4358,6935
7873,1960,4976,2802,8187,1173,6247,4051,960,6610,4359,6947
7874,1961,4975,2803,8186,1172,6248,4050,962,6612,4357,6948
677,1962,4974,2796,8192,491,5560,2393,5281,2677,5667,1260
3671,1963,1164,5633,1644,4891,642,6306,3993,8045,964,6024
1397,1964,4973,355,5532,1969,184,5775,1686,6775,4211,7303
8074,1965,1364,5093,2744,1570,1041,1006,6452,4649,7119,4310
3228,1966,4972,1658,4632,962,6424,3711,68,4333,6818,4548
6352,1967,4971,2784,8205,3066,8183,3154,8315,487,2643,7596
4997,1968,334,5699,1750,5470,2518,7810,2897,5765,2898,858
9264,1970,4969,2769,7557,3572,6835,4507,7161,718,502,5704
9265,1971,4968,2770,7556,3570,6837,4506,7162,719,511,5652
9266,1969,4970,2768,7558,3579,6829,4512,7157,715,510,5653
6580,1972,4967,476,5585,511,5615,1470,951,6729,4041,7184
426,1973,4966,257,5918,1248,6191,3859,6599,4780,7224,2956
5151,1974,4965,2774,7552,3566,6815,4335,7312,236,4839,1794
112,1975,4964,460,5510,871,6437,2676,169,5096,2702,7545
7550,1978,4961,2779,7547,3584,735,6229,1777,6454,4342,6992
7551,1977,4962,2778,7548,3583,740,6225,1760,6707,4062,7217
7547,1976,4963,2777,7549,3565,683,6333,4032,8011,4035,7190
7548,1980,4959,2781,7635,4429,737,6227,1740,6683,4134,7359
7549,1979,4960,2780,7874,4256,493,5622,2424,5380,3083,7945
6577,1981,4958,475,5499,522,5606,1519,5067,7271,4656,1954
1683,1982,330,5702,1752,5468,1298,4841,2173,5581,2842,286
8193,1983,4957,501,5657,2493,7744,2814,7521,3793,7949,3538
8194,1985,4956,502,5656,2510,7729,2886,7544,3798,7974,3578
8195,1984,4980,503,5655,2533,7766,2825,7452,3837,8100,3181
4686,1987,4983,519,5701,2653,7862,3470,8026,4357,6739,675
4685,1986,4981,520,5700,2655,7889,3390,8008,4347,6750,663
4687,1988,5006,521,5699,2661,7884,3395,8093,4282,6649,696
3985,1989,5005,2727,7535,3536,6806,1080,6383,1900,1618,4714
3143,1990,5004,2728,7534,3533,6809,4355,7351,454,765,6439
2349,1991,5003,2729,7533,165,157,5793,1801,6459,4338,7009
4055,1992,1010,6133,220,6063,1333,4990,160,5117,869,6055
8932,1993,5002,2732,7529,3528,1265,4814,1070,1304,5916,184
2659,1994,5001,2733,7516,2104,5502,1181,6052,678,486,5734
8188,1995,5000,410,5525,2670,7876,231,4664,6919,4764,2086
8982,1998,4997,2738,7525,543,5574,2379,5293,617,8204,3154
8983,1996,4999,2736,7527,536,5594,1462,4880,618,8032,3491
8981,1997,4998,2737,7526,547,5691,1746,4653,619,7922,3562
6716,1999,4996,2739,7524,3523,1463,525,6017,3016,1527,1062
8853,2000,4995,227,5933,4249,7377,311,6469,4683,7148,4224
6638,2001,4994,2741,930,6143,4045,7232,4390,547,941,6014
3518,2003,4992,2743,7521,540,5592,1459,1023,6375,2061,5228
3517,2002,4993,2742,7522,542,5674,1677,1022,6061,2162,5210
4209,2004,4991,2764,7562,4033,6704,235,4647,6884,4742,2151
4907,2005,4990,2765,7561,3581,6827,4514,7155,401,3152,7908
8171,2006,4989,2786,8203,3064,8213,3184,8343,4115,397,5513
6473,2008,4987,2789,8200,494,5570,2371,263,4478,7272,2977
6472,2009,4986,2790,8199,495,5569,2383,281,4773,7231,2950
6474,2007,4988,2788,8201,493,5571,2382,285,4744,7092,4271
8608,2012,4982,2794,8195,3079,8141,3252,8284,565,6687,4379
8607,2011,4984,2792,8197,3076,8144,3249,8287,563,6678,4418
8609,2010,4985,2791,8198,3060,8218,3180,8347,564,6680,4416
858,2013,4955,2725,7537,3538,817,225,4856,7522,3527,175
1751,2014,4954,2724,7538,209,1564,4558,7176,5122,2409,144
8413,2015,4953,2668,7589,4541,7185,674,5657,2604,402,5539
2588,2016,847,2091,5025,2804,660,6290,680,7573,3268,8117
2185,2017,4925,434,5474,2275,5191,493,5989,3224,7562,2747
3258,2019,4923,2661,7597,805,6313,252,5014,7193,4467,7160
3261,2018,4924,2660,7598,806,6312,253,4985,7269,4658,1978
7591,2020,4922,2682,7577,535,839,6440,4109,8151,701,6258
5300,2021,4921,2683,7603,4412,7069,4094,465,7227,4488,554
8185,2023,4919,2707,7613,4382,7040,4179,207,5071,2670,622
8187,2024,4918,2708,7612,4379,7043,4176,209,5048,2717,620
8186,2022,4920,2685,7604,4414,7067,4096,208,5070,2671,621
9256,2026,4916,2710,7610,419,5630,1326,564,7015,4836,1797
9257,2025,4917,2709,7611,420,5629,1329,577,7063,4794,2114
2528,2029,4901,2703,7617,4393,7030,4187,7214,4860,7205,715
2529,2027,4915,2711,7609,4399,7024,4192,7210,4864,7201,714
2530,2028,4913,2713,7607,4415,7066,4097,6653,4734,7102,726
7173,2030,4912,2706,7614,4386,7036,670,5661,2514,5617,1341
7172,2031,4911,2716,7574,4471,7014,597,5953,3240,7546,2699
9273,2032,4910,532,5695,2667,7879,3399,8090,4285,6724,4349
9274,2033,4909,533,5694,2671,7875,3402,8087,4288,6740,4367
9200,2035,4907,2720,7541,3591,421,5530,2453,5306,2453,7811
9199,2034,4908,2719,7542,3592,420,5531,2452,5307,2452,7812
5557,2036,4906,2721,156,5969,2002,5114,1976,6488,1073,6132
8154,2037,4905,2722,7540,3574,6833,4509,7160,5108,450,5708
3969,2038,4904,2715,169,6045,1703,4683,2146,423,1604,4728
8040,2040,1014,6118,294,6008,1751,5352,2669,5977,346,5613
8039,2039,1013,6130,295,6007,1870,5387,2355,5239,345,5614
5073,2041,4903,2705,7615,1894,5326,877,6338,2947,5457,2371
5243,2042,4902,2704,7616,445,5665,1658,4719,1293,5924,1476
58,2043,4926,480,5647,2546,432,5523,2460,5300,2458,7807
4523,2044,4927,2657,7601,4402,7021,564,5924,2121,5289,1063
4208,2045,849,6472,4466,7064,376,5594,2418,5384,3080,7961
5357,2046,4928,2656,7602,4405,7019,584,199,5079,2687,1174
1866,2047,1531,4778,721,6361,4134,7205,251,1364,5868,1410
1222,2048,4929,368,5584,2449,5216,2628,7695,3659,8274,3334
3557,2049,850,6483,1204,5048,2247,5190,2563,485,2568,7413
9161,2051,4951,2670,7588,501,5563,2390,5284,434,2445,7818
9162,2052,4950,2671,7587,503,5561,2392,5282,436,2358,7828
9160,2053,4949,2665,7593,502,5562,2391,5283,433,2520,7517
9159,2050,4952,2669,7576,500,5564,2389,5285,435,2374,7873
183,2054,4948,534,5693,2677,7870,3406,557,7163,4544,7095
1862,2055,4947,246,5928,944,6378,3697,221,4508,7311,751
507,2056,4946,2675,7583,497,5567,2386,5287,2520,5584,1363
7541,2057,4945,2677,7581,1063,1017,6009,1706,6758,4069,337
5521,2058,4944,2678,143,5897,1924,5486,2325,5214,2376,711
3308,2059,326,5706,1762,5486,2538,7644,2753,374,2791,8182
7993,2060,1672,4882,2128,1484,5081,445,889,5457,3015,8248
3302,2061,4943,404,5560,2482,5245,2661,7837,3682,8252,3352
5559,2062,455,5820,1861,5434,2575,7470,3157,7800,936,5989
7975,2064,536,5754,1716,4867,2167,5263,2697,661,7903,3400
7974,2063,534,5756,1724,5173,2715,7591,2805,660,7900,3404
5654,2065,417,5684,1729,5484,2540,7526,3104,1600,6594,3770
9163,2066,364,5730,1784,5498,2529,7802,2906,5758,2930,8316
7508,2067,371,5723,1770,5509,2593,7513,3117,7780,3322,8004
6463,2068,4942,2680,7579,4505,330,5902,1591,6633,1316,4937
7996,2069,277,6028,202,6078,1855,5299,2719,5897,1924,5106
8395,2070,4941,2663,7595,4519,866,6357,3948,1712,1155,4907
1283,2071,468,1215,4855,2168,5450,2265,5161,7277,1362,1224
8477,2072,4940,2662,7596,4520,650,331,5666,2517,460,5698
8476,2073,4939,2645,7432,3629,507,330,5665,2508,458,5700
8478,2074,4938,2646,7431,3646,485,329,5578,2753,461,5697
4836,2075,4937,2647,226,447,1126,6160,1496,567,6692,4344
7302,2076,4936,2648,7430,3645,6776,4325,7319,544,7053,4110
7303,2078,4934,2650,7428,3643,6778,4323,7321,546,6730,4375
7304,2077,4935,2649,7429,3644,6777,4324,7320,545,6775,4522
8174,2079,4933,2651,7427,3641,6779,4322,7322,4966,417,5556
3633,2080,4932,2652,7513,3540,670,232,4663,6920,1207,4801
648,2081,4931,2653,7514,459,646,6302,3996,8042,3957,7053
649,2082,4930,2654,7515,460,653,6296,4003,8012,4034,7191
8471,2083,5007,2745,7520,340,5920,1702,4748,7394,3491,6744
8472,2084,5008,2746,7519,338,5922,1695,4697,7436,3454,6716
3999,2091,5083,445,5524,2669,7877,3401,8088,4287,6725,4350
3997,2085,5009,440,5468,2284,5181,2490,5257,2723,5379,2272
4001,2087,5087,442,5496,2611,7696,2884,7542,3800,7972,3567
4003,2090,5084,444,5512,2584,7662,2879,7463,3826,8110,3204
4002,2089,5085,441,5495,2610,7697,2909,7607,3884,8056,3507
4000,2086,5063,443,5497,2612,7695,2882,7460,3829,8107,3203
3998,2088,5086,446,5523,2668,7878,3400,8089,4286,6631,4400
8070,2094,5080,3169,7929,389,5944,762,5753,3295,7497,3042
8071,2092,5082,3167,7931,391,5942,761,5754,3291,7500,3041
8072,2093,5081,3168,7930,392,5941,760,5755,3300,7493,3046
6272,2095,5079,3162,1070,6300,4184,7395,2989,5699,1238,4833
3536,2096,851,6482,4455,7074,487,5540,968,1088,6155,586
8502,2097,5078,3152,1125,6252,4008,6613,3709,1768,1306,4975
1570,2098,5077,825,6407,3576,6831,337,352,3304,7514,3027
6363,2099,453,5822,73,5948,2078,5042,2039,5470,3165,7896
1234,2100,5076,427,5481,2592,7715,2897,7619,3883,8057,3519
2496,2101,1906,5542,1946,5531,2654,7436,3010,633,7664,2837
8626,2102,5075,3133,7901,2348,5132,2479,5265,2507,922,6003
7988,2103,399,5642,1672,4843,2436,7855,3510,1141,6110,3908
7987,2104,400,5641,1673,4842,2437,7880,3550,1143,6108,3910
241,2131,5111,595,5602,563,5748,1604,4996,7259,4628,1977
805,2207,575,605,5637,559,5751,1601,4999,7257,4639,1967
8813,2134,5108,3260,375,5716,1974,5437,2370,5226,520,5645
242,2107,5073,590,5592,566,5745,1606,4994,7260,4640,1966
1193,2183,5059,577,5605,2550,7750,2808,7527,3815,7958,3590
2298,2149,5093,3155,7880,526,5602,1429,4963,703,5703,1617
6377,2180,5035,3177,7921,2387,443,5513,2470,5341,2446,7817
9320,2206,5045,3206,8076,2601,7706,2904,7612,3891,8049,280
4649,2187,5055,3194,7996,2456,5238,2667,309,4762,7241,2941
297,2192,5053,575,379,5724,1947,5405,2339,5203,2387,7861
8590,2124,5088,3160,7907,2330,5147,2464,5220,2827,522,5630
1892,2113,552,587,5595,2530,7769,2850,7430,4930,2635,323
299,2121,5066,561,369,5732,2082,5038,2043,5493,3187,7939
4647,2163,5025,2684,7590,4525,7141,4263,318,4612,7425,3096
4156,2156,5032,3180,7919,546,433,5522,2461,5321,2492,7470
2136,2139,5103,551,344,5690,1984,5427,2378,5369,3064,8120
9152,2198,583,5779,1966,5570,2674,7447,231,4545,7436,3087
7084,2171,5017,572,5607,2552,7747,2811,7524,3796,7952,3565
2135,2140,5102,562,361,5737,2028,5119,1971,6490,4260,7202
7110,2202,5048,560,5645,2549,7751,2807,7528,3814,7959,290
9319,2197,5051,3200,8081,2593,7714,2898,7618,3885,8055,282
5514,2116,559,5795,1845,5449,429,5525,2458,5302,2457,7808
5516,2118,567,5789,1956,5522,435,5521,2462,5299,2459,7806
2297,2148,5094,3154,7881,524,5604,1468,4874,691,5481,2363
4157,2132,5110,3257,8096,574,438,5518,2465,5324,2490,7485
9154,2190,553,5798,1834,5431,2578,7495,239,4418,7341,2925
1626,2128,5114,3263,8093,2247,5155,363,5872,3238,7548,2697
6380,2184,5058,3171,7927,2243,437,5506,2390,5362,3046,8282
1625,2119,5068,3141,7893,2239,5162,360,5874,3242,7568,2741
298,2158,5030,576,380,5723,1949,5403,2341,5201,2389,7859
5517,2117,563,5790,1896,5626,439,5517,2466,5345,3062,8272
8760,2144,5098,3213,8071,600,5777,1609,282,681,7773,2784
5515,2106,547,5801,1814,5419,454,5550,2490,5693,2952,8327
5361,2129,5113,592,5590,2459,5264,2620,7703,3653,8334,3285
8759,2145,5097,3211,8073,589,5784,1554,258,714,5621,1300
2296,2147,5095,3210,8074,593,5782,1557,5094,716,5622,1299
4650,2161,5027,3009,8245,3256,7976,3609,311,4617,7420,3101
240,2157,5031,556,5677,582,5765,1645,5019,7189,4471,7156
9341,2152,5062,3147,7887,3019,8200,3196,8332,4124,467,5691
8548,2208,580,5780,1967,5569,2675,7446,3091,7847,466,5692
1893,2112,549,588,5594,2529,7770,2849,7431,4929,2637,324
6543,2185,5057,3172,7926,548,5761,1651,5015,7192,4468,7159
1891,2115,558,585,5597,2532,7767,2826,7451,3838,8099,294
9153,2200,578,5782,1976,5561,2681,7441,243,4427,7332,2904
4642,2168,5020,2752,7560,3580,6828,4513,344,2646,5720,1552
8546,2196,584,6086,4072,6676,3774,6544,4074,8124,462,5696
6379,2182,5060,3149,7885,3691,450,5507,2391,5361,3047,8281
1627,2127,5091,3157,7878,4262,7370,345,5819,3067,7749,2759
2138,2137,5105,557,347,5688,2066,5052,2030,5454,3018,8245
2137,2138,5104,564,381,5722,1948,5404,2340,5202,2388,7860
8547,2194,585,5861,1588,4909,2185,5247,2539,5878,516,5648
4249,2175,5013,2759,7567,4491,6995,4145,7283,705,517,5647
8761,2143,5099,3270,8056,562,5749,1603,289,686,5432,2224
300,2114,5069,555,346,5689,1985,5426,2379,5368,3041,8285
4643,2167,5021,2751,7544,3595,6818,4522,343,2642,5725,1582
1192,2179,5010,579,5603,2545,7754,2805,7530,3812,7961,3589
4645,2188,5054,3195,7997,2450,5215,2629,310,4615,7422,3098
4155,2155,5033,3179,7920,539,441,5515,2468,5343,2877,8149
4251,2177,5011,2762,7564,4487,6999,4154,7301,724,470,5718
4646,2164,5024,2966,8341,2878,7540,2750,297,4751,7087,4275
5362,2108,5072,553,5680,2556,7716,2896,7620,3872,8122,3224
7109,2201,5049,569,5610,2527,7772,2847,7433,4927,2639,327
8815,2136,5106,3254,372,5731,2064,5054,2028,5455,493,5727
6544,2186,5056,3192,7909,523,5605,1504,4903,7479,3591,6841
313,2120,5067,558,5646,2547,7753,2806,7529,3813,7960,287
808,2122,557,586,5596,564,5747,1605,4995,7250,4622,2039
4250,2176,5012,2760,7566,4489,6997,4156,7300,725,473,5745
243,2110,5070,554,5679,556,5754,1597,5001,7255,4618,2043
807,2189,556,601,5641,557,5753,1598,5000,7256,4617,2044
5363,2109,5071,552,5681,2573,7672,2870,7472,3868,8126,3221
1194,2125,5064,565,5613,2497,7740,2818,7517,3773,7944,3543
8549,2191,569,5788,1955,5523,2661,7459,3167,7794,490,5730
2299,2150,5092,3156,7879,527,5601,1428,4964,727,5038,1842
1894,2111,548,589,5593,2528,7771,2848,7432,4928,2638,320
813,2151,5090,3158,7905,2323,5121,2544,7770,3666,495,5725
9155,2205,571,5786,1948,5530,2655,7452,233,4484,7279,2971
8758,2146,5096,3132,7902,553,5756,1623,274,706,5568,2324
9322,2160,5028,3188,7912,2401,5317,2602,7691,3663,8270,306
812,2154,5061,3148,7886,3348,7923,3418,8074,4298,476,5742
7083,2172,5016,567,5612,2524,7746,2812,7523,3795,7951,3551
8591,2123,5065,3144,7890,3346,7921,3419,8073,4299,479,5740
9321,2165,5023,2749,7543,3594,6819,4521,7149,5118,2413,284
8589,2159,5029,3187,7913,2402,5316,2603,7716,3615,515,5649
6541,2203,5047,3204,8078,590,5783,1555,5096,7326,4603,2056
7081,2174,5014,600,5642,2496,7741,2817,7518,3772,7945,3542
6542,2204,5046,3205,8077,594,5781,1558,5093,7329,4600,2058
4651,2195,5052,3199,8082,2282,5184,2487,296,4750,7088,4273
4644,2166,5022,2750,7530,3529,7423,3091,301,4756,7084,4278
8814,2135,5107,3261,374,5728,1922,5488,2323,5216,497,5723
4252,2178,5034,3178,7908,2333,5144,2455,5229,720,496,5724
8812,2133,5109,3259,377,5726,1892,5456,2296,5275,524,5641
4640,2170,5018,2754,7571,4500,7160,4302,316,4614,7423,3085
4154,2153,5036,3176,7923,544,448,5509,2474,5337,2477,7493
1628,2126,5089,3159,7906,2325,5123,347,5894,3187,7840,3459
4641,2169,5019,2753,7572,4484,7002,4151,320,4597,7385,3072
4648,2162,5026,2967,8340,2873,7461,3057,302,4757,7083,4279
5360,2130,5112,594,5615,2499,7738,2819,7515,3775,7942,3545
310,2199,5050,574,5606,2551,7749,2796,7536,3806,7967,285
6378,2181,5037,3175,7924,2234,456,5562,2480,5331,2483,7489
1195,2105,5074,598,5644,2553,7718,2894,7622,3881,8086,3192
7082,2173,5015,559,5617,2501,7737,2820,7486,3855,8136,3212
814,2142,5100,3269,8087,2265,5200,2642,7856,3694,471,5719
815,2141,5101,3268,8089,2307,5106,2558,7758,3591,523,5642
806,2193,568,591,5591,570,5741,1611,4990,7265,4662,2005
3814,2227,5622,2340,7692,4615,7115,4287,7413,805,6455,3598
6658,2633,5509,2563,7503,3549,6798,438,5804,3270,7573,2736
8031,2315,5575,2590,7417,3563,6786,435,5807,3081,7736,2771
2949,2861,7712,3606,6804,3977,6686,490,5992,3221,7565,2744
6893,2623,883,6313,3779,6889,4601,2107,5528,2550,5533,377
6957,2588,5381,2255,7707,4628,2368,437,5805,3073,7743,2765
499,3032,7709,3576,6887,987,6110,3935,6539,4622,7415,3105
8673,3022,787,6532,4408,7341,3158,484,5998,3029,7728,2778
5038,3053,7560,708,6209,4703,2298,7755,2947,5782,2881,8166
1385,2684,5528,796,6373,4473,705,6314,670,7671,3246,8073
1726,2411,5710,782,6371,4476,7010,4174,7285,4817,7216,3114
226,2903,7891,4123,7377,791,6266,4035,386,3303,7490,3049
3006,2891,7739,3646,394,914,6402,3706,6931,4521,7380,3077
1250,2591,5378,654,6256,4434,7047,4100,6650,4737,7099,355
5113,2940,7911,4184,7324,3379,8007,611,5796,3486,8208,3150
4392,2817,714,6365,4362,7430,519,5693,1260,6332,2104,5256
9168,2678,5534,2636,7439,3626,6732,4415,671,7672,3245,8074
1681,2384,5762,798,6372,4475,7011,4175,7284,4816,7217,3594
9330,2631,5511,2604,724,6359,4136,7203,4359,7165,4543,7096
7800,2256,5652,2427,7859,1019,6115,3930,6542,4619,7418,3103
5617,2421,5674,2480,452,5666,2019,5099,1933,6567,4451,7115
3511,2292,5568,2597,7411,3407,8077,581,5967,3255,7586,2723
7497,2803,716,6363,4364,7428,3306,8092,3447,7592,3256,8064
3008,2889,7741,3609,407,809,6309,4026,6700,4442,7373,3054
5114,2941,704,6317,463,5800,2093,5059,2024,5458,3014,8249
7066,2649,5501,804,6426,702,6334,3975,6680,4587,7395,3062
7702,2849,689,915,6022,4179,4625,2035,5362,3071,7745,2763
5116,2943,706,6343,427,5657,1778,5359,2662,5943,1876,5443
8765,2923,7897,4110,7387,3429,8119,3214,8259,815,5896,335
6956,2575,5340,2284,7742,4049,6632,412,5856,3124,7872,3367
7744,2222,5626,897,5949,4082,6658,3770,6850,4584,7398,3060
3046,2856,7716,629,6276,4453,6972,590,5959,3265,7577,2732
493,2784,7772,763,6222,4647,2350,7649,2748,5922,1870,5446
4118,2302,5558,2570,7496,3664,6765,4331,7314,752,5103,2467
4935,2787,996,6131,4000,6724,4506,7052,4562,754,5184,2450
7185,2529,5433,2193,5114,844,6459,3619,514,7172,4539,7100
4945,2899,7894,4137,7366,3363,7935,431,5810,3085,7869,3370
4477,2887,7743,3615,6797,787,6270,4033,385,3272,7570,2739
1292,2582,5334,668,6303,696,6339,3970,419,3232,7554,2722
8278,2333,817,6450,4330,7404,3301,8066,3619,7712,3376,6783
24,2998,7866,992,5950,4081,6659,3769,6851,4583,7399,3059
2471,3016,7854,937,6064,4136,7281,489,5993,3220,7566,2743
1782,2517,5390,2243,7717,4150,7294,474,5833,3051,7732,2775
1993,2507,921,6198,3738,6967,4518,7053,4561,758,5194,2440
1364,2719,5447,995,5979,4050,6631,3764,6855,4579,7403,3056
7743,2221,5627,898,6187,4687,2313,7741,2961,5771,2892,8170
8672,3019,786,6533,4407,7342,3157,483,5999,3027,7730,2776
7772,2323,5594,2371,7841,812,6307,4027,383,3059,7756,334
2473,3023,7850,940,6061,4139,7305,488,5994,3219,7567,2742
7793,2353,5732,4242,6988,658,5731,1621,5039,7175,4536,7103
8870,2495,5404,968,5973,4076,6664,3766,6853,4581,7401,3058
672,2601,878,721,6197,4697,2303,7750,2952,5769,2894,8168
6770,2609,5365,723,6195,4696,2304,7749,2953,5778,2885,357
9053,2387,5759,4201,7308,619,5734,1703,4747,7420,3414,6812
3272,2367,5720,3293,8009,866,6439,3639,6760,4383,6772,374
1783,2516,5391,2245,7715,4147,7297,477,5830,3099,7887,3386
2254,2906,7888,993,5977,4052,6629,3763,6856,4578,7404,3082
834,2838,7729,617,5625,2513,7726,544,5944,3196,7862,3377
7194,2518,5389,2233,5466,911,6433,3673,6904,4496,7322,2881
3476,2273,5639,2362,7670,4686,2314,7740,377,3128,7895,3409
2472,3024,7849,941,6060,4161,7283,473,5834,3050,7708,2856
2395,3001,780,612,5630,2520,7721,2892,7624,3879,8114,3231
3047,2834,7731,625,5707,2558,7685,530,6013,3035,7722,2843
2914,2865,7738,3645,6833,701,505,5704,509,7439,3451,6719
8705,3005,782,6537,4403,7346,3153,7945,3490,7740,3404,6763
9165,2675,5537,2630,7446,3614,6742,4408,592,7668,3249,8071
1262,2587,5382,631,443,5671,2011,5106,1983,6509,4298,6998
2476,3020,7852,4551,2210,690,6343,3999,6719,4476,7286,2934
1525,2441,835,6435,4293,7257,573,5648,1355,6006,2045,5239
7584,2866,7761,4493,7070,726,6348,4020,6706,4437,7354,2918
8669,3017,785,6534,4406,7343,3156,7973,3642,7697,3303,8060
835,2824,7795,983,5958,4114,7270,497,5986,3217,7705,2859
1170,2572,5343,711,6206,4708,2343,7655,2743,5917,1850,338
1306,2685,5527,765,6309,761,6349,4019,6707,4436,7352,2921
1229,2557,873,6463,4397,7351,3149,7949,3486,7666,3240,8078
341,2293,5567,854,6321,755,6355,4013,6712,4461,7353,2920
3661,2373,5716,2432,7854,818,477,5547,2494,5861,1896,5425
