affiliation,cited by count,first name,first name (orig),h-index,id,last name,last name (orig),subject areas
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60025272', 'affiliation-id': '60025272', 'affiliation-name': 'University of Tokyo', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}",13.0,Hisashi,Hisashi,3.0,1,Suzuki,Suzuki,"[{'@abbrev': 'ENGI', '@frequency': '493', '$': 'Engineering (all)'}, {'@abbrev': 'MATE', '@frequency': '462', '$': 'Materials Science (all)'}, {'@abbrev': 'AGRI', '@frequency': '5', '$': 'Agricultural and Biological Sciences (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60008724', 'affiliation-id': '60008724', 'affiliation-name': 'Duke University', 'affiliation-city': 'Durham', 'affiliation-country': 'United States'}",2887.0,David Jones,David,37.0,10,Brady,Brady,"[{'@abbrev': 'PHYS', '@frequency': '420', '$': 'Physics and Astronomy (all)'}, {'@abbrev': 'ENGI', '@frequency': '136', '$': 'Engineering (all)'}, {'@abbrev': 'COMP', '@frequency': '71', '$': 'Computer Science (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60006297', 'affiliation-id': '60006297', 'affiliation-name': 'University of Pennsylvania', 'affiliation-city': 'Philadelphia', 'affiliation-country': 'United States'}",350.0,Santosh S.,Santosh S.,10.0,100,Venkatesh,Venkatesh,"[{'@abbrev': 'COMP', '@frequency': '66', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '37', '$': 'Engineering (all)'}, {'@abbrev': 'MATH', '@frequency': '17', '$': 'Mathematics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60020304', 'affiliation-id': '60020304', 'affiliation-name': 'University of Maryland', 'affiliation-city': 'College Park', 'affiliation-country': 'United States'}",687.0,Charles L.,Charles,21.0,1000,Fefferman,Fefferman,"[{'@abbrev': 'MATH', '@frequency': '163', '$': 'Mathematics (all)'}, {'@abbrev': 'PHYS', '@frequency': '24', '$': 'Physics and Astronomy (all)'}, {'@abbrev': 'MULT', '@frequency': '12', '$': 'Multidisciplinary'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60093312', 'affiliation-id': '60093312', 'affiliation-name': 'Biolog, Inc.', 'affiliation-city': 'Hayward', 'affiliation-country': 'United States'}",7.0,Scott,Scott,2.0,1001,Markel,Markel,"[{'@abbrev': 'BIOC', '@frequency': '8', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'COMP', '@frequency': '6', '$': 'Computer Science (all)'}, {'@abbrev': 'MATH', '@frequency': '5', '$': 'Mathematics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60076072', 'affiliation-id': '60076072', 'affiliation-name': 'Ricoh Innovations, Inc.', 'affiliation-city': 'Menlo Park', 'affiliation-country': 'United States'}",190.0,Gregory J.,Gregory J.,3.0,1002,Wolff,Wolff,"[{'@abbrev': 'COMP', '@frequency': '16', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '7', '$': 'Engineering (all)'}, {'@abbrev': 'SOCI', '@frequency': '2', '$': 'Social Sciences (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60019953', 'affiliation-id': '60019953', 'affiliation-name': 'UCL Institute of Neurology', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}",134.0,Timothy W.,Timothy W.,7.0,1003,Cacciatore,Cacciatore,"[{'@abbrev': 'MEDI', '@frequency': '10', '$': 'Medicine (all)'}, {'@abbrev': 'BIOC', '@frequency': '6', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'NEUR', '@frequency': '4', '$': 'Neuroscience (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60030162', 'affiliation-id': '60030162', 'affiliation-name': 'Columbia University in the City of New York', 'affiliation-city': 'New York', 'affiliation-country': 'United States'}",2215.0,Paul,Paul,28.0,1004,Sajda,Sajda,"[{'@abbrev': 'COMP', '@frequency': '101', '$': 'Computer Science (all)'}, {'@abbrev': 'NEUR', '@frequency': '67', '$': 'Neuroscience (all)'}, {'@abbrev': 'ENGI', '@frequency': '66', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60006297', 'affiliation-id': '60006297', 'affiliation-name': 'University of Pennsylvania', 'affiliation-city': 'Philadelphia', 'affiliation-country': 'United States'}",855.0,Leif H.,Leif H.,15.0,1005,Finkel,Finkel,"[{'@abbrev': 'COMP', '@frequency': '35', '$': 'Computer Science (all)'}, {'@abbrev': 'NEUR', '@frequency': '28', '$': 'Neuroscience (all)'}, {'@abbrev': 'ENGI', '@frequency': '15', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60024941', 'affiliation-id': '60024941', 'affiliation-name': 'University of California, Santa Cruz', 'affiliation-city': 'Santa Cruz', 'affiliation-country': 'United States'}",147.0,Arun K.,Arun K.,7.0,1006,Jagota,Jagota,"[{'@abbrev': 'COMP', '@frequency': '50', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '23', '$': 'Engineering (all)'}, {'@abbrev': 'MATH', '@frequency': '15', '$': 'Mathematics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/100525944', 'affiliation-id': '100525944', 'affiliation-name': 'Advanced Strategies and Research', 'affiliation-city': 'San Francisco', 'affiliation-country': 'United States'}",325.0,Asriel U.,Asriel U.,1.0,1007,Levin,Levin,"[{'@abbrev': 'COMP', '@frequency': '14', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '9', '$': 'Engineering (all)'}, {'@abbrev': 'MATH', '@frequency': '3', '$': 'Mathematics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60001490', 'affiliation-id': '60001490', 'affiliation-name': 'University of Glasgow', 'affiliation-city': 'Glasgow', 'affiliation-country': 'United Kingdom'}",1028.0,John Richard,Richard,21.0,1008,Coggins,Coggins,"[{'@abbrev': 'BIOC', '@frequency': '218', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'CHEM', '@frequency': '36', '$': 'Chemistry (all)'}, {'@abbrev': 'IMMU', '@frequency': '17', '$': 'Immunology and Microbiology (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60019861', 'affiliation-id': '60019861', 'affiliation-name': 'Rothman Institute', 'affiliation-city': 'Philadelphia', 'affiliation-country': 'United States'}",1435.0,Mitchell Gil,Mitchell Gil,22.0,1009,Maltenfort,Maltenfort,"[{'@abbrev': 'MEDI', '@frequency': '297', '$': 'Medicine (all)'}, {'@abbrev': 'NEUR', '@frequency': '21', '$': 'Neuroscience (all)'}, {'@abbrev': 'BIOC', '@frequency': '8', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60006183', 'affiliation-id': '60006183', 'affiliation-name': 'Johns Hopkins Bloomberg School of Public Health', 'affiliation-city': 'Baltimore', 'affiliation-country': 'United States'}",674.0,Fernando J.,Fernando J.,11.0,101,Pineda,Pineda,"[{'@abbrev': 'BIOC', '@frequency': '14', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'COMP', '@frequency': '9', '$': 'Computer Science (all)'}, {'@abbrev': 'MATH', '@frequency': '6', '$': 'Mathematics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60027561', 'affiliation-id': '60027561', 'affiliation-name': 'University of Illinois at Chicago', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}",224.0,Robert E.,Robert E.,8.0,1010,Druzinsky,Druzinsky,"[{'@abbrev': 'BIOC', '@frequency': '13', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'AGRI', '@frequency': '11', '$': 'Agricultural and Biological Sciences (all)'}, {'@abbrev': 'MEDI', '@frequency': '10', '$': 'Medicine (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60013227', 'affiliation-id': '60013227', 'affiliation-name': 'Northwestern University Feinberg School of Medicine', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}",1769.0,Charles J.,C. J.,34.0,1011,Heckman,Heckman,"[{'@abbrev': 'NEUR', '@frequency': '98', '$': 'Neuroscience (all)'}, {'@abbrev': 'BIOC', '@frequency': '73', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'MEDI', '@frequency': '37', '$': 'Medicine (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/119092430', 'affiliation-id': '119092430', 'affiliation-name': 'Legs and Walking Lab', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}",4229.0,William Zev,W. Zev,42.0,1012,Rymer,Rymer,"[{'@abbrev': 'MEDI', '@frequency': '203', '$': 'Medicine (all)'}, {'@abbrev': 'NEUR', '@frequency': '177', '$': 'Neuroscience (all)'}, {'@abbrev': 'ENGI', '@frequency': '118', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60009866', 'affiliation-id': '60009866', 'affiliation-name': 'University of Colorado Health Sciences Center', 'affiliation-city': 'Denver', 'affiliation-country': 'United States'}",763.0,Catherine,Catherine,17.0,1014,Stevens-Simon,Stevens,"[{'@abbrev': 'MEDI', '@frequency': '160', '$': 'Medicine (all)'}, {'@abbrev': 'SOCI', '@frequency': '17', '$': 'Social Sciences (all)'}, {'@abbrev': 'PSYC', '@frequency': '9', '$': 'Psychology (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60027453', 'affiliation-id': '60027453', 'affiliation-name': 'MRC Human Reproductive Sciences Unit', 'affiliation-city': 'Edinburgh', 'affiliation-country': 'United Kingdom'}",5662.0,Jacob,Jacob,5.0,1015,Engelbrecht,Engelbrecht,"[{'@abbrev': 'BIOC', '@frequency': '16', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'MEDI', '@frequency': '5', '$': 'Medicine (all)'}, {'@abbrev': 'PHAR', '@frequency': '3', '$': 'Pharmacology, Toxicology and Pharmaceutics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/101907265', 'affiliation-id': '101907265', 'affiliation-name': 'David Sarnoff Research Center', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}",4.0,Mark,Mark,1.0,1016,Plutowski,Plutowski,"[{'@abbrev': 'COMP', '@frequency': '5', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '1', '$': 'Engineering (all)'}, {'@abbrev': 'NEUR', '@frequency': '1', '$': 'Neuroscience (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60080897', 'affiliation-id': '60080897', 'affiliation-name': 'Ube Industries Ltd', 'affiliation-city': 'Ube', 'affiliation-country': 'Japan'}",193.0,Shinichi,Shinichi,8.0,1017,Sakata,Sakata,"[{'@abbrev': 'MATE', '@frequency': '16', '$': 'Materials Science (all)'}, {'@abbrev': 'PHYS', '@frequency': '8', '$': 'Physics and Astronomy (all)'}, {'@abbrev': 'ENGI', '@frequency': '5', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60030612', 'affiliation-id': '60030612', 'affiliation-name': 'University of California, San Diego', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}",3385.0,Halbert L.,Halbert,30.0,1018,White,White,"[{'@abbrev': 'ECON', '@frequency': '108', '$': 'Economics, Econometrics and Finance (all)'}, {'@abbrev': 'MATH', '@frequency': '61', '$': 'Mathematics (all)'}, {'@abbrev': 'SOCI', '@frequency': '30', '$': 'Social Sciences (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60006320', 'affiliation-id': '60006320', 'affiliation-name': 'MIT Computer Science and Artificial Intelligence Laboratory', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}",6371.0,Tommi S.,Tommi,39.0,1019,Jaakkola,Jaakkola,"[{'@abbrev': 'COMP', '@frequency': '166', '$': 'Computer Science (all)'}, {'@abbrev': 'BIOC', '@frequency': '28', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'ENGI', '@frequency': '25', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60013227', 'affiliation-id': '60013227', 'affiliation-name': 'Northwestern University Feinberg School of Medicine', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}",1370.0,James C.,James C.,21.0,102,Houk,Houk,"[{'@abbrev': 'NEUR', '@frequency': '99', '$': 'Neuroscience (all)'}, {'@abbrev': 'BIOC', '@frequency': '66', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'MEDI', '@frequency': '20', '$': 'Medicine (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60031101', 'affiliation-id': '60031101', 'affiliation-name': 'University of Cambridge', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United Kingdom'}",10703.0,Zoubin,Zoubin,47.0,1020,Ghahramani,Ghahramani,"[{'@abbrev': 'COMP', '@frequency': '385', '$': 'Computer Science (all)'}, {'@abbrev': 'MATH', '@frequency': '74', '$': 'Mathematics (all)'}, {'@abbrev': 'ENGI', '@frequency': '67', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60000905', 'affiliation-id': '60000905', 'affiliation-name': 'Inserm', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}",119.0,Eric,Eric,4.0,1021,Boussard,Boussard,"[{'@abbrev': 'MEDI', '@frequency': '4', '$': 'Medicine (all)'}, {'@abbrev': 'BIOC', '@frequency': '2', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'AGRI', '@frequency': '1', '$': 'Agricultural and Biological Sciences (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60009907 60000905 60001422', 'affiliation-id': '60009907 60000905 60001422', 'affiliation-name': 'Hopital Saint-Antoine', 'affiliation-city': 'Paris Paris Paris', 'affiliation-country': 'France France France'}",576.0,Jean François,Jean-Fran?ois,15.0,1022,Vibert,Vibert,"[{'@abbrev': 'MEDI', '@frequency': '37', '$': 'Medicine (all)'}, {'@abbrev': 'BIOC', '@frequency': '31', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'NEUR', '@frequency': '26', '$': 'Neuroscience (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60099633', 'affiliation-id': '60099633', 'affiliation-name': 'ITA Software', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}",293.0,Justin A.,Justin A.,8.0,1023,Boyan,Boyan,"[{'@abbrev': 'COMP', '@frequency': '12', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '5', '$': 'Engineering (all)'}, {'@abbrev': 'BUSI', '@frequency': '2', '$': 'Business, Management and Accounting (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60021681', 'affiliation-id': '60021681', 'affiliation-name': 'Royal Philips', 'affiliation-city': 'Amsterdam', 'affiliation-country': 'Netherlands'}",3.0,Reinhard,Reinhard,1.0,1025,Blasig,Blasig,"[{'@abbrev': 'ARTS', '@frequency': '2', '$': 'Arts and Humanities (all)'}, {'@abbrev': 'ENGI', '@frequency': '2', '$': 'Engineering (all)'}, {'@abbrev': 'COMP', '@frequency': '2', '$': 'Computer Science (all)'}]"
,,,Anthony C. C.,,1026,,Coolen,
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60010833', 'affiliation-id': '60010833', 'affiliation-name': 'Fisheries and Oceans Canada', 'affiliation-city': 'Vancouver', 'affiliation-country': 'Canada'}",252.0,Randy W.,R. W.,8.0,1027,Penney,Penney,"[{'@abbrev': 'AGRI', '@frequency': '22', '$': 'Agricultural and Biological Sciences (all)'}, {'@abbrev': 'EART', '@frequency': '2', '$': 'Earth and Planetary Sciences (all)'}, {'@abbrev': 'ENVI', '@frequency': '2', '$': 'Environmental Science (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60024724', 'affiliation-id': '60024724', 'affiliation-name': 'University of Strathclyde', 'affiliation-city': 'Glasgow', 'affiliation-country': 'United Kingdom'}",6789.0,David C.,D.,52.0,1028,Sherrington,Sherrington,"[{'@abbrev': 'CHEM', '@frequency': '235', '$': 'Chemistry (all)'}, {'@abbrev': 'MATE', '@frequency': '224', '$': 'Materials Science (all)'}, {'@abbrev': 'CENG', '@frequency': '53', '$': 'Chemical Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60031581', 'affiliation-id': '60031581', 'affiliation-name': 'California Institute of Technology', 'affiliation-city': 'Pasadena', 'affiliation-country': 'United States'}",,Brooks,Brooks,,1029,Bishofberger,Bishofberger,"[{'@abbrev': 'ENGI', '@frequency': '2', '$': 'Engineering (all)'}, {'@abbrev': 'COMP', '@frequency': '2', '$': 'Computer Science (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60002947', 'affiliation-id': '60002947', 'affiliation-name': 'National Technical University of Athens', 'affiliation-city': 'Athens', 'affiliation-country': 'Greece'}",623.0,Andreas N.,Andreas,13.0,103,Stafylopatis,Stafylopatis,"[{'@abbrev': 'COMP', '@frequency': '159', '$': 'Computer Science (all)'}, {'@abbrev': 'MATH', '@frequency': '48', '$': 'Mathematics (all)'}, {'@abbrev': 'ENGI', '@frequency': '44', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60000305', 'affiliation-id': '60000305', 'affiliation-name': 'Case Western Reserve University', 'affiliation-city': 'Cleveland', 'affiliation-country': 'United States'}",2942.0,Michael S.,Michael S.,19.0,1030,Lewicki,Lewicki,"[{'@abbrev': 'COMP', '@frequency': '51', '$': 'Computer Science (all)'}, {'@abbrev': 'NEUR', '@frequency': '12', '$': 'Neuroscience (all)'}, {'@abbrev': 'ENGI', '@frequency': '12', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60018008', 'affiliation-id': '60018008', 'affiliation-name': 'NEC Laboratories America, Inc.', 'affiliation-city': 'Princeton', 'affiliation-country': 'United States'}",832.0,Eric,Eric,15.0,1031,Cosatto,Cosatto,"[{'@abbrev': 'COMP', '@frequency': '39', '$': 'Computer Science (all)'}, {'@abbrev': 'MEDI', '@frequency': '13', '$': 'Medicine (all)'}, {'@abbrev': 'ENGI', '@frequency': '9', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60007278', 'affiliation-id': '60007278', 'affiliation-name': 'UC Irvine', 'affiliation-city': 'Irvine', 'affiliation-country': 'United States'}",1853.0,Richard Harold,Richard H.,17.0,1032,Lathrop,Lathrop,"[{'@abbrev': 'BIOC', '@frequency': '46', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'COMP', '@frequency': '21', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '18', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60006320', 'affiliation-id': '60006320', 'affiliation-name': 'MIT Computer Science and Artificial Intelligence Laboratory', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}",2301.0,Tomás,Tom?s,15.0,1033,Lozano-Pérez,Lozano-P?rez,"[{'@abbrev': 'COMP', '@frequency': '129', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '107', '$': 'Engineering (all)'}, {'@abbrev': 'MATH', '@frequency': '22', '$': 'Mathematics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60030612', 'affiliation-id': '60030612', 'affiliation-name': 'University of California, San Diego', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}",173.0,Peter F.,Peter F.,4.0,1034,Rowat,Rowat,"[{'@abbrev': 'NEUR', '@frequency': '6', '$': 'Neuroscience (all)'}, {'@abbrev': 'ENGI', '@frequency': '1', '$': 'Engineering (all)'}, {'@abbrev': 'COMP', '@frequency': '1', '$': 'Computer Science (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60001117', 'affiliation-id': '60001117', 'affiliation-name': 'The Johns Hopkins School of Medicine', 'affiliation-city': 'Baltimore', 'affiliation-country': 'United States'}",5114.0,Reza,Reza,51.0,1035,Shadmehr,Shadmehr,"[{'@abbrev': 'NEUR', '@frequency': '86', '$': 'Neuroscience (all)'}, {'@abbrev': 'BIOC', '@frequency': '33', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'MEDI', '@frequency': '19', '$': 'Medicine (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60007363', 'affiliation-id': '60007363', 'affiliation-name': 'Northwestern University', 'affiliation-city': 'Evanston', 'affiliation-country': 'United States'}",2383.0,Ferdinando A.Mussa,Ferdinando A.,29.0,1036,Mussa-Ivaldi,Mussa-Ivaldi,"[{'@abbrev': 'ENGI', '@frequency': '73', '$': 'Engineering (all)'}, {'@abbrev': 'NEUR', '@frequency': '65', '$': 'Neuroscience (all)'}, {'@abbrev': 'COMP', '@frequency': '64', '$': 'Computer Science (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60030569', 'affiliation-id': '60030569', 'affiliation-name': 'Max Planck Institute for Intelligent Systems', 'affiliation-city': 'Stuttgart', 'affiliation-country': 'Germany'}",7085.0,Stefan,Stefan,53.0,1037,Schaal,Schaal,"[{'@abbrev': 'COMP', '@frequency': '291', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '173', '$': 'Engineering (all)'}, {'@abbrev': 'NEUR', '@frequency': '33', '$': 'Neuroscience (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60010976', 'affiliation-id': '60010976', 'affiliation-name': 'Wyckoff Heights Medical Center', 'affiliation-city': 'New York', 'affiliation-country': 'United States'}",276.0,Daniel J.,Daniel J.,6.0,1038,Rosen,Rosen,"[{'@abbrev': 'MEDI', '@frequency': '13', '$': 'Medicine (all)'}, {'@abbrev': 'NURS', '@frequency': '2', '$': 'Nursing (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60032838', 'affiliation-id': '60032838', 'affiliation-name': 'Stanford University School of Medicine', 'affiliation-city': 'Stanford', 'affiliation-country': 'United States'}",2618.0,Eric I.,Eric I.,34.0,1039,Knudsen,Knudsen,"[{'@abbrev': 'NEUR', '@frequency': '105', '$': 'Neuroscience (all)'}, {'@abbrev': 'BIOC', '@frequency': '42', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}, {'@abbrev': 'MULT', '@frequency': '25', '$': 'Multidisciplinary'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60071343', 'affiliation-id': '60071343', 'affiliation-name': 'University of Cyprus', 'affiliation-city': 'Nicosia', 'affiliation-country': 'Cyprus'}",1362.0,Marios D.,Marios D.,18.0,104,Dikaiakos,Dikaiakos,"[{'@abbrev': 'COMP', '@frequency': '164', '$': 'Computer Science (all)'}, {'@abbrev': 'ENGI', '@frequency': '39', '$': 'Engineering (all)'}, {'@abbrev': 'MATH', '@frequency': '36', '$': 'Mathematics (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60000221', 'affiliation-id': '60000221', 'affiliation-name': 'University of Colorado at Boulder', 'affiliation-city': 'Boulder', 'affiliation-country': 'United States'}",38.0,Audrey L.,Audrey L.,3.0,1040,Guzik,Guzik,"[{'@abbrev': 'NEUR', '@frequency': '4', '$': 'Neuroscience (all)'}, {'@abbrev': 'AGRI', '@frequency': '4', '$': 'Agricultural and Biological Sciences (all)'}, {'@abbrev': 'BIOC', '@frequency': '1', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60000221', 'affiliation-id': '60000221', 'affiliation-name': 'University of Colorado at Boulder', 'affiliation-city': 'Boulder', 'affiliation-country': 'United States'}",217.0,Robert C.,Robert C.,4.0,1041,Eaton,Eaton,"[{'@abbrev': 'NEUR', '@frequency': '33', '$': 'Neuroscience (all)'}, {'@abbrev': 'AGRI', '@frequency': '25', '$': 'Agricultural and Biological Sciences (all)'}, {'@abbrev': 'BIOC', '@frequency': '15', '$': 'Biochemistry, Genetics and Molecular Biology (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/113968498', 'affiliation-id': '113968498', 'affiliation-name': 'Synthetic Biomanufacturing Institute', 'affiliation-city': 'Logan', 'affiliation-country': 'United States'}",367.0,Nicholas S.,Nicholas S.,11.0,1042,Flann,Flann,"[{'@abbrev': 'ENGI', '@frequency': '32', '$': 'Engineering (all)'}, {'@abbrev': 'MATH', '@frequency': '30', '$': 'Mathematics (all)'}, {'@abbrev': 'COMP', '@frequency': '29', '$': 'Computer Science (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60031810', 'affiliation-id': '60031810', 'affiliation-name': 'Universite de Bourgogne', 'affiliation-city': 'Dijon', 'affiliation-country': 'France'}",1185.0,Robert M.,Robert M.,16.0,1044,French,French,"[{'@abbrev': 'PSYC', '@frequency': '41', '$': 'Psychology (all)'}, {'@abbrev': 'COMP', '@frequency': '34', '$': 'Computer Science (all)'}, {'@abbrev': 'NEUR', '@frequency': '20', '$': 'Neuroscience (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60018008', 'affiliation-id': '60018008', 'affiliation-name': 'NEC Laboratories America, Inc.', 'affiliation-city': 'Princeton', 'affiliation-country': 'United States'}",,Laurens R.,Laurens R.,,1045,Leerink,Leerink,"[{'@abbrev': 'ENGI', '@frequency': '1', '$': 'Engineering (all)'}, {'@abbrev': 'COMP', '@frequency': '1', '$': 'Computer Science (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60006191', 'affiliation-id': '60006191', 'affiliation-name': 'Google Inc.', 'affiliation-city': 'Mountain View', 'affiliation-country': 'United States'}",1354.0,Corinna,Corinna,20.0,1046,Cortes,Cortes,"[{'@abbrev': 'COMP', '@frequency': '87', '$': 'Computer Science (all)'}, {'@abbrev': 'MATH', '@frequency': '23', '$': 'Mathematics (all)'}, {'@abbrev': 'ENGI', '@frequency': '12', '$': 'Engineering (all)'}]"
"{'affiliation-url': 'http://api.elsevier.com/content/affiliation/affiliation_id/60008510', 'affiliation-id': '60008510', 'affiliation-name': 'Beijing Cancer Hospital', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}",47298.0,Xiaodong,Xin,95.0,1047,Wang,Wang,"[{'@abbrev': 'ENGI', '@frequency': '816', '$': 'Engineering (all)'}, {'@abbrev': 'COMP', '@frequency': '609', '$': 'Computer Science (all)'}, {'@abbrev': 'MATE', '@frequency': '352', '$': 'Materials Science (all)'}]"
