paper_id,pagerank
63,0.00021368012879023062
80,0.0001599072978247004
9,5.621176373993234e-05
20,0.00016410487934225132
66,0.0003748831995188629
3,5.517878599828044e-05
71,0.00012200775969351647
83,1.8301163954027516e-05
82,1.8301163954027516e-05
24,0.0002487249354129103
40,0.00018661903316544536
34,0.0002828714579358173
89,1.8301163954027516e-05
70,0.00014718197070455195
88,3.488226513874636e-05
84,1.8301163954027516e-05
55,0.00012200775969351647
48,6.919447039959238e-05
2,1.8301163954027516e-05
31,1.8301163954027516e-05
22,0.00012200775969351647
73,7.539279509416936e-05
16,8.806877317039331e-05
72,0.00010540952551674227
87,0.0001584980159645029
8,0.00018357704489582066
47,0.00012200775969351647
28,1.8301163954027516e-05
15,0.00012200775969351655
60,1.8301163954027516e-05
62,1.8301163954027516e-05
13,1.8301163954027516e-05
14,0.00019721332910189806
75,1.8301163954027516e-05
44,0.0001220077596935166
53,0.00012200775969351655
65,0.00018813399388462588
78,0.0005900056247303409
68,6.260595572879605e-05
7,8.195063808626644e-05
26,0.000267640607682161
45,0.0001177006655326016
61,1.8301163954027516e-05
39,0.00021013444598609046
25,0.00035287105791372665
46,8.395571873147657e-05
59,0.00012874828144651026
38,0.00012200775969351647
86,0.00012200775969351655
19,1.8301163954027516e-05
5,1.8301163954027516e-05
51,1.8301163954027516e-05
49,1.8301163954027516e-05
11,0.00010237219681379913
29,0.00014420079550509128
77,0.00013464197282803123
92,0.00018304915742080224
36,0.00012200775969351654
18,0.00012824556726678284
27,0.00023530677716762527
90,1.8301163954027516e-05
64,0.00011765761223585551
67,0.00011124617203716778
4,0.0002860835305842776
17,0.00011646658919876784
42,0.0001231768551295704
33,0.000145501181777669
91,9.20615542826781e-05
50,0.00012200775969351654
21,0.00011649855327816892
10,5.156655107123566e-05
52,0.00012200775969351647
56,1.8301163954027516e-05
37,0.00012200775969351647
23,7.850750242948345e-05
58,8.673171375455597e-05
69,0.00012200775969351654
76,8.039629771042456e-05
74,0.00012090995101973641
1,0.00012200775969351647
6,0.00012200775969351647
12,0.00022454059016499374
30,0.0005624516216189922
35,1.8301163954027516e-05
41,0.00012200775969351647
32,0.00011291602967470729
81,0.00012200775969351647
79,1.8301163954027516e-05
85,8.806877317039331e-05
54,0.00012448553923411653
106,0.00012805265852918702
139,3.380758255119252e-05
140,1.966627969712995e-05
175,0.00044627113951806066
134,0.00012669202490189725
162,1.8301163954027516e-05
149,0.0001874260172057837
123,0.0005523002072779349
118,0.00013130956926924508
154,6.034838359844626e-05
127,0.00013281237123484823
142,0.00021787016994138234
119,0.0006479795092032289
180,5.4914617211904026e-05
148,0.0002592099881301502
101,0.00012200775969351655
122,0.0005996824274469886
181,0.00014286437465036927
129,0.0001487323097553011
184,9.230786108819372e-05
156,0.00021869482262408437
102,1.8301163954027516e-05
94,0.00011605214524003622
109,0.00012308690745311152
185,0.00039001310067949776
113,0.0005223448026061332
141,0.00012200775969351655
143,1.8301163954027516e-05
135,0.00012200775969351654
150,0.0002558441732815857
161,0.00012200775969351655
186,0.0001220077596935166
146,0.0001220077596935166
97,8.958625194131512e-05
147,0.00025293369485365687
95,8.877173969755738e-05
177,0.00012200775969351655
107,8.666903093563627e-05
158,0.0001365364978281146
105,8.553869803933447e-05
183,0.00018304915742080224
173,0.0001355174535901867
171,9.992576716816625e-05
124,9.896529515735659e-05
131,0.00019748644857900158
100,0.00046447883876704296
138,0.00021211807043429502
168,0.00021409415240266377
126,0.00012200775969351654
152,0.00017946653774015685
178,0.00012200775969351655
132,1.8301163954027516e-05
145,0.00011482111061623932
121,0.00012200775969351655
93,0.00012200775969351655
182,0.0001744170572913171
125,0.00020323652144103085
163,9.96392772596135e-05
116,0.00012200775969351655
133,0.0001525623179790208
114,0.00025114371840978284
165,1.8301163954027516e-05
164,0.00013145209802811698
98,1.8301163954027516e-05
120,0.00012200775969351645
111,0.00014420079550509128
115,0.0001382676889519944
130,1.8301163954027516e-05
153,0.00021446074260414054
136,1.8301163954027516e-05
108,0.0001293009409782719
160,0.00015703747716380536
157,9.977397558370525e-05
188,5.452468838165717e-05
103,1.8301163954027516e-05
144,0.00012200775969351654
187,0.00029308067727546665
172,0.00012200775969351655
169,0.0001917552183717152
99,0.00012200775969351654
151,7.018324483251756e-05
166,9.319330411381547e-05
137,8.017549880916888e-05
104,0.00012200775969351654
155,0.00012200775969351655
159,0.00018547956388959117
110,7.989079573817875e-05
189,0.00012200775969351655
179,0.0001220077596935166
128,0.000179084403807769
167,1.8301163954027516e-05
170,1.8301163954027516e-05
174,8.779958483155518e-05
112,0.00012200775969351655
224,1.8301163954027516e-05
255,0.00015487126687547257
220,1.8301163954027516e-05
249,0.0003816603605327825
272,0.0002352392137428769
254,0.0001705502255628299
287,8.264372422214599e-05
235,0.0002925839924035175
200,0.00011482111061623932
285,0.00043907733053302013
246,0.0002828714579358173
221,0.00022569671690320455
210,0.00013302524464589157
276,0.0003574422639422196
196,0.000245560084171514
252,6.044839410029786e-05
279,0.0002376880430591988
223,0.00012200775969351654
219,1.8301163954027516e-05
288,9.087475492072956e-05
259,0.00026054427331209564
234,0.0005771051195059897
222,0.00022533685951535258
192,0.000267640607682161
213,0.0002403308034368396
195,8.779958483155518e-05
273,0.0006865869042151079
248,1.8301163954027516e-05
290,0.0002703293651430072
257,1.8301163954027516e-05
284,1.8301163954027516e-05
230,6.775580995802975e-05
241,0.0009243429617532386
240,0.00023487164451327833
190,1.8301163954027516e-05
266,0.0002458811395483855
264,0.00013878609893136517
204,0.00012200775969351655
289,0.00015564074968305947
199,0.0011375479110969067
251,1.8301163954027516e-05
283,0.00012200775969351654
191,7.10828095828805e-05
280,0.00013789231340533643
201,0.00025034045824259767
268,9.06587984693263e-05
243,0.00018192859752562635
231,0.00012200775969351655
293,0.00016457445611127707
267,0.0001372100900405609
211,0.0001417355112826669
214,0.0006576540792450858
216,8.905216381827616e-05
292,0.0006149576275748296
263,0.00012200775969351654
269,1.8301163954027516e-05
286,0.00012085611086839657
282,0.0006907760275721646
242,0.00016205566633635478
202,1.8301163954027516e-05
262,0.00013451664353061375
260,0.0005645878612056685
205,0.00011942557569113714
207,0.00012200775969351655
227,0.0003413857226305054
265,0.0001378923134053364
208,0.00014869490086382274
233,0.00012200775969351655
261,0.0001442248753477679
225,6.946629660776495e-05
209,0.00013486488966095222
206,0.00013494594626508149
250,0.0003214132653673249
238,0.00010785038578389392
236,0.00013396596387074255
