id,cluster
3586,21
3587,51
3588,51
3589,3
359,69
3590,38
3591,14
3592,41
3593,83
3594,14
3595,8
3596,21
3597,7
3598,62
3599,18
36,72
360,49
3600,28
3601,26
3602,2
3603,53
3604,39
3605,33
3606,83
3607,3
3608,4
3609,5
361,68
3610,67
3611,16
3612,4
3613,19
3614,9
3615,3
3616,21
3617,2
3618,37
3619,74
362,68
3620,62
3621,6
3622,24
3623,43
3624,12
3625,18
3626,28
3627,39
3628,2
3629,44
363,72
3630,24
3631,83
3632,5
3633,58
3634,48
3635,22
3636,82
3637,6
3638,24
3639,2
364,79
3640,28
3641,54
3642,59
3643,54
3644,62
3645,51
3646,21
3647,6
3648,23
3649,12
365,26
3650,42
3651,54
3652,8
3653,44
3654,39
3655,6
3656,79
3657,7
3658,58
3659,48
366,73
3660,54
3661,15
3662,34
3663,6
3664,21
3665,67
3666,7
3667,58
3668,5
3669,18
367,8
3670,28
3671,8
3672,81
3673,18
3674,56
3675,2
3676,11
3677,15
3678,46
3679,39
368,78
3680,62
3681,15
3682,38
3683,3
3684,21
3685,18
3686,45
3687,35
3688,11
3689,13
369,68
3690,42
3691,61
3692,2
3693,22
3694,45
3695,83
3696,42
3697,15
3698,21
3699,53
37,73
370,48
3700,49
3701,6
3702,66
3703,46
3704,17
3705,61
3706,45
3707,59
3708,14
3709,2
371,79
3710,38
3711,18
3712,18
3713,29
3714,41
3715,62
3716,35
3717,23
3718,61
3719,11
372,69
3720,49
3721,11
3722,48
3723,5
3724,16
3725,38
3726,82
3727,48
3728,54
3729,61
373,69
3730,11
3731,74
3732,54
3733,8
3734,41
3735,51
3736,12
3737,19
3738,5
3739,37
374,67
3740,53
3741,21
3742,49
3743,53
3744,81
3745,34
3746,11
3747,77
3748,54
3749,2
375,59
3750,2
3751,5
3752,37
3753,17
3754,44
3755,45
3756,21
3757,61
3758,12
3759,61
376,76
3760,51
3761,21
3762,1
3763,36
3764,54
3765,15
3766,6
3767,9
3768,2
3769,12
377,57
3770,9
3771,45
3772,79
3773,49
3774,76
3775,53
3776,6
3777,17
3778,18
3779,2
378,57
3780,3
3781,43
3782,81
3783,5
3784,15
3785,61
3786,11
3787,48
3788,23
3789,7
379,78
3790,57
3791,58
3792,48
3793,1
3794,76
3795,13
3796,1
3797,54
3798,6
3799,32
38,79
380,69
3800,37
3801,18
3802,5
3803,16
3804,2
3805,18
3806,19
3807,34
3808,6
3809,1
381,6
3810,37
3811,11
3812,41
3813,1
3814,32
3815,6
3816,77
3817,1
3818,44
3819,37
382,71
3820,6
3821,43
3822,21
3823,19
3824,44
3825,28
3826,22
3827,36
3828,6
3829,34
383,7
3830,7
3831,81
3832,28
3833,18
3834,59
3835,19
3836,5
3837,21
3838,5
3839,83
384,72
3840,1
3841,53
3842,52
3843,21
3844,34
3845,44
3846,6
3847,8
3848,12
3849,24
385,6
3850,15
3851,58
3852,8
3853,4
3854,49
3855,46
3856,49
3857,3
3858,48
3859,27
386,72
3860,62
3861,58
3862,48
3863,46
3864,34
3865,19
3866,53
3867,19
3868,65
3869,65
387,68
3870,51
3871,13
3872,56
3873,18
3874,2
3875,53
3876,18
3877,3
3878,21
3879,14
388,3
3880,2
3881,63
3882,1
3883,3
3884,34
3885,54
3886,51
3887,58
3888,1
3889,21
389,7
3890,15
3891,36
3892,19
3893,2
3894,13
3895,65
3896,43
3897,19
3898,23
3899,34
39,73
390,69
3900,79
3901,16
3902,19
3903,28
3904,17
3905,8
3906,46
3907,16
3908,12
3909,58
391,66
3910,59
3911,17
3912,54
3913,12
3914,58
3915,76
3916,37
3917,83
3918,28
3919,45
392,75
3920,44
3921,2
3922,9
3923,7
3924,24
3925,54
3926,12
3927,48
3928,14
3929,58
393,71
3930,58
3931,33
3932,16
3933,48
3934,15
3935,8
3936,14
3937,52
3938,23
3939,67
394,69
3940,18
3941,45
3942,23
3943,23
3944,35
3945,54
3946,49
3947,19
3948,51
3949,38
395,72
3950,75
3951,49
3952,28
3953,58
3954,2
3955,58
3956,5
3957,35
3958,11
3959,19
396,61
3960,11
3961,39
3962,31
3963,39
3964,32
3965,1
3966,36
3967,53
3968,62
3969,2
397,68
3970,52
3971,32
3972,13
3973,21
3974,21
3975,11
3976,19
3977,31
3978,37
3979,49
398,8
3980,67
3981,36
3982,76
3983,3
3984,15
3985,2
3986,21
3987,9
3988,21
3989,51
399,75
3990,44
3991,44
3992,3
3993,18
3994,1
3995,79
3996,5
3997,59
3998,58
3999,22
4,48
40,67
400,9
4000,21
4001,64
4002,2
4003,62
4004,7
4005,17
4006,1
4007,61
4008,6
4009,45
401,63
4010,34
4011,38
4012,25
4013,9
4014,44
4015,21
4016,51
4017,13
4018,52
4019,11
402,48
4020,67
4021,2
4022,38
4023,19
4024,14
4025,14
4026,1
4027,34
4028,21
4029,81
403,54
4030,77
4031,29
4032,11
4033,8
4034,42
4035,44
4036,37
4037,32
4038,18
4039,11
404,73
4040,46
4041,44
4042,12
4043,62
4044,36
4045,41
4046,63
4047,6
4048,32
4049,6
405,77
4050,81
4051,73
4052,3
4053,23
4054,58
4055,15
4056,67
4057,54
4058,59
4059,51
406,34
4060,65
4061,68
4062,2
4063,15
4064,62
4065,59
4066,83
4067,39
4068,41
4069,14
407,43
4070,79
4071,41
4072,22
4073,44
4074,62
4075,35
4076,83
4077,2
4078,16
4079,43
408,66
4080,18
4081,12
4082,19
4083,19
4084,58
4085,49
4086,28
4087,37
4088,44
4089,56
4090,23
4091,42
4092,61
4093,59
4094,49
4095,45
4096,15
4097,55
4098,28
4099,1
41,75
410,63
4100,53
4101,41
4102,17
4103,46
4104,62
4105,62
4106,41
4107,12
4108,34
4109,3
411,68
4110,16
4111,17
4112,6
4113,35
4114,19
4115,41
4116,11
4117,32
4118,18
4119,23
412,66
4120,6
4121,8
4122,2
4123,45
4124,16
4125,15
4126,53
4127,79
4128,58
4129,51
413,59
4130,83
4131,2
4132,59
4133,56
4134,7
4135,43
4136,56
4137,1
4138,61
4139,41
414,7
4140,62
4141,19
4142,11
4143,65
4144,12
4145,6
4146,28
4147,2
4148,62
4149,62
415,57
4150,21
4151,24
4152,16
4153,41
4154,41
4155,79
4156,11
4157,53
4158,25
4159,2
416,7
4160,28
4161,27
4162,51
4163,45
4164,37
4165,37
4166,12
4167,81
4168,2
4169,71
417,69
4170,37
4171,3
4172,53
4173,53
4174,5
4175,6
4176,45
4177,2
4178,34
4179,58
418,7
4180,32
4181,32
4182,28
4183,46
4184,44
4185,36
4186,53
4187,41
4188,21
4189,62
419,66
4190,11
4191,31
4192,17
4193,49
4194,7
4195,45
4196,15
4197,48
4198,15
4199,8
42,71
420,72
4200,2
4201,62
4202,41
4203,11
4204,49
4205,82
4206,41
4207,11
4208,34
4209,37
421,82
4210,45
4211,41
4212,34
4213,7
4214,81
4215,53
4216,12
4217,28
4218,15
4219,21
422,78
4220,23
4221,2
4222,17
4223,11
4224,25
4225,11
4226,62
4227,32
4228,62
4229,16
423,73
4230,35
4231,15
4232,19
4233,46
4234,12
4235,17
4236,59
4237,39
4238,41
4239,44
424,67
4240,32
4241,7
4242,18
4243,28
4244,1
4245,15
4246,4
4247,9
4248,14
4249,41
425,72
4250,6
4251,32
4252,1
4253,53
4254,22
4255,5
4256,61
4257,81
4258,19
4259,2
426,75
4260,5
4261,4
4262,11
4263,38
4264,9
4265,2
4266,1
4267,3
4268,14
4269,61
427,78
4270,17
4271,58
4272,36
4273,18
4274,9
4275,21
4276,81
4277,48
4278,2
4279,27
428,52
4280,39
4281,18
4282,1
4283,24
4284,53
4285,33
4286,19
4287,5
4288,29
4289,81
429,71
4290,37
4291,49
4292,16
4293,56
4294,46
4295,53
4296,62
4297,29
4298,1
4299,48
430,68
4300,11
4301,27
4302,48
4303,15
4304,33
4305,5
4306,8
4307,62
4308,9
4309,38
431,42
4310,6
4311,44
4312,2
4313,44
4314,55
4315,79
4316,1
4317,81
4318,6
4319,62
432,57
4320,81
4321,23
4322,81
4323,11
4324,7
4325,11
4326,7
4327,52
4328,18
4329,66
433,78
4330,19
4331,76
4332,33
4333,28
4334,6
4335,15
4336,58
4337,15
4338,46
4339,7
434,77
4340,42
4341,16
4342,41
4343,13
4344,15
4345,34
4346,18
4347,62
4348,36
4349,15
435,63
4350,68
4351,23
4352,9
4353,11
4354,6
4355,83
4356,65
4357,48
4358,19
4359,1
436,72
4360,41
4361,61
4362,45
4363,24
4364,81
4365,18
4366,31
4367,48
4368,65
4369,51
437,77
4370,36
4371,81
4372,48
4373,7
4374,39
4375,36
4376,15
4377,14
4378,18
4379,34
438,59
4380,11
4381,46
4382,45
4383,8
4384,81
4385,3
4386,15
4387,79
4388,31
4389,44
439,74
4390,9
4391,38
4392,35
4393,83
4394,34
4395,54
4396,37
4397,34
4398,21
4399,2
44,73
440,69
4400,58
4401,83
4402,17
4403,8
4404,56
4405,19
4406,58
4407,12
4408,34
4409,65
441,68
4410,28
4411,81
4412,21
4413,13
4414,2
4415,11
4416,16
4417,11
4418,6
4419,58
442,75
4420,28
4421,7
4422,37
4423,46
4424,53
4425,48
4426,18
4427,46
4428,11
4429,15
443,63
4430,19
4431,34
4432,1
4433,45
4434,17
4435,45
4436,35
4437,27
4438,17
4439,19
444,8
4440,54
4441,58
4442,51
4443,19
4444,11
4445,23
4446,13
4447,46
4448,28
4449,9
445,46
4450,7
4451,62
4452,1
4453,15
4454,15
4455,12
4456,24
4457,21
4458,23
4459,34
446,73
4460,62
4461,6
4462,15
4463,28
4464,5
4465,31
4466,45
4467,58
4468,79
4469,44
447,66
4470,61
4471,19
4472,48
4473,56
4474,56
4475,13
4476,34
4477,28
4478,11
4479,3
448,75
4480,17
4481,62
4482,18
4483,37
4484,62
4485,32
4486,17
4487,2
4488,4
4489,83
449,67
4490,44
4491,54
4492,12
4493,41
4494,19
4495,44
4496,45
4497,56
4498,18
4499,35
45,67
450,73
4500,43
4501,64
4502,21
4503,36
4504,21
4505,13
4506,29
4507,15
4508,2
4509,13
451,57
4510,12
4511,4
4512,19
4513,52
4514,32
4515,51
4516,35
4517,18
4518,17
4519,11
452,26
4520,43
4521,19
4522,19
4523,1
4524,15
4525,8
4526,55
4527,53
4528,14
4529,32
453,8
4530,34
4531,23
4532,35
4533,43
4534,19
4535,19
4536,19
4537,48
4538,35
4539,46
454,9
4540,21
4541,18
4542,11
4543,1
4544,33
4545,31
4546,16
4547,28
4548,23
4549,44
455,78
4550,1
4551,28
4552,19
4553,5
4554,2
4555,81
4556,3
4557,11
4558,14
4559,22
456,45
4560,37
4561,44
4562,6
4563,11
4564,35
4565,15
4566,9
4567,81
4568,38
4569,3
457,33
4570,61
4571,48
4572,5
4573,35
4574,1
4575,12
4576,9
4577,37
4578,11
4579,41
458,54
4580,12
4581,18
4582,35
4583,49
4584,37
4585,79
4586,34
4587,5
4588,2
4589,24
459,3
4590,2
4591,44
4592,2
4593,67
4594,46
4595,81
4596,15
4597,44
4598,39
4599,32
46,67
460,67
4600,81
4601,1
4602,38
4603,15
4604,33
4605,37
4606,19
4607,35
4608,8
4609,7
461,68
4610,55
4611,12
4612,45
4613,49
4614,19
4615,48
4616,45
4617,39
4618,18
4619,59
462,54
4620,34
4621,18
4622,34
4623,53
4624,19
4625,1
4626,15
4627,19
4628,27
4629,38
463,61
4630,59
4631,76
4632,1
4633,1
4634,7
4635,12
4636,18
4637,24
4638,13
4639,45
464,67
4640,11
4641,22
4642,32
4643,45
4644,37
4645,1
4646,14
4647,37
4648,38
4649,37
465,68
4650,5
4651,11
4652,38
4653,2
4654,7
4655,34
4656,54
4657,19
4658,18
4659,35
466,75
4660,4
4661,49
4662,34
4663,1
4664,13
4665,14
4666,32
4667,22
4668,71
4669,16
467,68
4670,51
4671,18
4672,59
4673,23
4674,48
4675,15
4676,15
4677,24
4678,11
4679,32
468,68
4680,77
4681,81
4682,34
4683,56
4684,45
4685,1
4686,56
4687,66
4688,46
4689,21
469,82
4690,8
4691,6
4692,11
4693,48
4694,79
4695,53
4696,11
4697,17
4698,82
4699,15
47,52
470,54
4700,5
4701,15
4702,7
4703,76
4704,56
4705,41
4706,61
4707,19
4708,6
4709,13
471,68
4710,2
4711,22
4712,25
4713,17
4714,62
4715,51
4716,35
4717,6
4718,67
4719,56
472,67
4720,53
4721,28
4722,48
4723,37
4724,18
4725,42
4726,48
4727,2
4728,1
4729,21
473,48
4730,56
4731,41
4732,12
4733,48
4734,45
4735,23
4736,37
4737,41
4738,8
4739,4
474,73
4740,1
4741,57
4742,83
4743,19
4744,46
4745,17
4746,27
4747,56
4748,6
4749,46
475,69
4750,79
4752,3
4753,11
4754,1
4755,32
4756,48
4757,12
4758,59
4759,83
476,68
4760,2
4761,41
4762,32
4763,18
4764,14
4765,2
4766,11
4767,29
4768,48
4769,56
477,17
4770,62
4771,35
4772,21
4773,56
4774,62
4775,42
4776,67
4777,12
4778,45
4779,41
478,76
4780,3
4781,12
4782,41
4783,83
4784,49
4785,1
4786,34
4787,58
4788,16
4789,14
479,83
4790,24
4791,45
4792,46
4793,58
4794,25
4795,41
4796,59
4797,1
4798,22
4799,6
48,69
480,68
4800,32
4801,4
4802,5
4803,32
4804,3
4805,27
4806,23
4807,21
4808,46
4809,15
481,72
4810,22
4811,48
4812,3
4813,73
4814,82
4815,23
4816,3
4817,7
4818,46
4819,2
482,63
4820,12
4821,14
4822,37
4823,15
4824,57
4825,2
4826,18
4827,77
4828,15
4829,6
483,74
4830,3
4831,46
4832,18
4833,4
4834,24
4835,13
4836,18
4837,24
4838,65
4839,2
484,68
4840,8
4841,21
4842,6
4843,15
4844,8
4845,16
4846,53
4847,46
4848,6
4849,54
485,8
4850,64
4851,34
4852,17
4853,41
4854,3
4855,11
4856,19
4857,33
4858,36
4859,17
486,77
4860,17
4861,48
4862,17
4863,21
4864,59
4865,16
4866,17
4867,7
4868,15
4869,21
487,77
4870,12
4871,81
4872,74
4873,83
4874,79
4875,8
4876,81
4877,81
4878,66
4879,23
488,63
4880,24
4881,61
4882,7
4883,19
4884,18
4885,19
4886,23
4887,54
4888,48
4889,22
489,11
4890,81
4891,21
4892,21
4893,5
4894,9
4895,4
4896,2
4897,4
4898,12
4899,39
49,71
490,67
4900,1
4901,35
4902,11
4903,13
4904,1
4905,11
4906,14
4907,43
4908,31
4909,31
491,83
4910,48
4911,11
4912,13
4913,27
4914,4
4915,24
4916,2
4917,9
4918,1
4919,11
492,72
4920,13
4921,15
4922,21
4923,17
4924,15
4925,36
4926,56
4927,8
4928,34
4929,49
493,75
4930,15
4931,15
4932,6
4933,21
4934,21
4935,1
4936,1
4937,1
4938,9
4939,1
494,9
4940,1
4941,1
4942,1
4943,48
4944,19
4945,12
4946,5
4947,53
4948,22
4949,37
495,54
4950,34
4951,35
4952,51
4953,44
4954,17
4955,11
4956,44
4957,11
4958,44
4959,37
496,48
4960,34
4961,19
4962,37
4963,64
4964,37
4965,23
4966,38
4967,19
4968,24
4969,24
4970,32
4971,32
4972,32
4973,29
4974,32
4975,31
4976,28
4977,35
4978,35
4979,7
498,72
4980,19
4981,19
4982,17
4983,12
4984,41
4985,48
4986,17
4987,58
4988,21
4989,11
499,61
4990,21
4991,57
4992,19
4993,81
4994,83
4995,81
4996,81
4997,48
4998,48
4999,17
5,71
50,76
500,57
5000,7
5001,37
5002,66
5003,15
5004,65
5005,17
5006,35
5007,53
5008,16
5009,33
501,76
5010,11
5011,48
5012,13
5013,22
5014,12
5015,46
5016,2
5017,46
5018,34
5019,55
502,3
5020,67
5021,49
5022,9
5023,12
5024,65
5025,68
5026,65
5027,61
5028,49
5029,34
503,68
5030,56
5031,55
5032,68
5033,1
5034,9
5035,15
5036,17
5037,17
5038,41
5039,12
504,72
5040,58
5041,15
5042,12
5043,9
5044,18
5045,18
5046,59
5047,37
5048,34
5049,48
505,54
5050,83
5051,79
5052,79
5053,8
5054,8
5055,67
5056,79
5057,67
5058,72
5059,67
506,63
5060,63
5061,81
5062,39
5063,39
5064,35
5065,28
5066,12
5067,21
5068,19
5069,15
507,68
5070,38
5071,45
5072,35
5073,14
5074,16
5075,2
5076,81
5077,48
5078,41
5079,5
508,77
5080,2
5081,5
5082,43
5083,44
5084,19
5085,19
5086,19
5087,19
5088,5
5089,64
509,9
5090,23
5091,15
5092,15
5093,24
5094,41
5095,4
5096,4
5097,4
5098,14
5099,4
51,74
510,72
5100,12
5101,44
5102,24
5103,12
5104,15
5105,15
5106,15
5107,12
5108,11
5109,11
511,68
5110,11
5111,29
5112,36
5113,15
5114,1
5115,19
5116,45
5117,17
5118,17
5119,15
512,69
5120,3
5121,34
5122,28
5123,28
5124,19
5125,5
5126,59
5127,46
5128,61
5129,1
513,73
5130,17
5131,17
5132,1
5133,18
5134,15
5135,48
5136,15
5137,22
5138,21
5139,21
514,69
5140,49
5141,17
5142,28
5143,3
5144,3
5145,29
5146,11
5147,13
5148,13
5149,14
515,6
5150,31
5151,31
5152,15
5153,39
5154,39
5155,1
5156,36
5157,36
5158,34
5159,37
516,67
5160,33
5161,34
5162,41
5163,49
5164,8
5165,49
5166,55
5167,61
5168,54
5169,15
517,69
5170,23
5171,19
5172,39
5173,15
5174,38
5175,15
5176,52
5177,52
5178,28
5179,46
5180,3
5181,3
5182,21
5183,32
5184,9
5185,32
5186,9
5187,3
5188,9
5189,29
519,75
5190,28
5191,45
5192,56
5193,18
5194,59
5195,59
5196,25
5197,25
5198,6
5199,34
52,68
520,75
5200,45
5201,62
5202,41
5203,51
5204,62
5205,6
5206,61
5207,6
5208,62
5209,8
521,63
5210,77
5211,7
5212,18
5213,7
5214,7
5215,23
5216,34
522,71
5220,68
5221,57
5222,12
5223,17
5224,51
5225,24
5226,22
5227,55
5228,22
5229,23
523,71
5230,81
5231,18
5232,34
5233,18
5234,34
5235,23
5236,41
5237,2
5238,2
5239,2
524,71
5240,2
5241,13
5242,1
5243,31
5244,13
5245,32
5246,9
5247,21
5248,28
5249,23
525,66
5250,14
5251,24
5252,1
5253,11
5254,22
5255,1
5256,48
5257,1
5258,1
5259,1
526,74
5260,21
5261,37
5262,83
5263,81
5264,53
5265,81
5266,3
5267,67
5268,56
5269,66
527,69
5270,49
5271,66
5272,65
5273,81
5274,81
5275,49
5276,57
5277,65
5278,66
5279,65
528,78
5280,48
5281,61
5282,56
5283,61
5284,6
5285,6
5286,6
5287,62
5288,8
5289,62
529,75
5290,8
5291,61
5292,48
5293,15
5294,21
5295,48
5296,6
5297,48
5298,24
5299,41
53,75
530,63
5300,49
5301,19
5302,49
5303,43
5304,41
5305,41
5306,16
5307,16
5308,41
5309,4
531,7
5310,53
5311,41
5312,37
5313,41
5314,4
5315,37
5316,37
5317,39
5318,22
5319,37
532,76
5320,36
5321,21
5322,1
5323,44
5324,19
5325,44
5326,17
5327,21
5328,21
5329,23
533,61
5330,12
5331,4
5332,37
5333,9
5334,16
5335,17
5336,8
5337,83
5338,27
5339,83
534,57
5340,77
5341,81
5342,59
5343,81
5344,6
5345,62
5346,65
5347,55
5348,3
5349,56
535,71
5350,48
5351,68
5352,7
5353,55
5354,48
5355,9
5356,1
5357,44
5358,17
5359,15
536,57
5360,18
5361,11
5362,23
5363,12
5364,35
5365,28
5366,5
5367,13
5368,29
5369,31
537,67
5370,31
5371,5
5372,2
5373,7
5374,19
5375,19
5376,19
5377,13
5378,31
5379,12
538,63
5380,3
5381,31
5382,34
5383,14
5384,9
5385,8
5386,12
5387,22
5388,36
5389,83
539,79
5390,52
5391,11
5392,48
5393,44
5394,45
5395,17
5396,36
5397,21
5398,21
5399,22
54,72
540,76
5400,81
5401,17
5402,15
5403,18
5404,83
5405,67
5406,15
5407,17
5408,15
5409,15
541,78
5410,61
5411,6
5412,2
5413,54
5414,77
5415,61
5416,6
5417,59
5418,56
5419,59
542,75
5420,56
5421,26
5422,55
5423,65
5424,56
5425,49
5426,17
5427,22
5428,15
5429,18
543,6
5430,17
5431,44
5432,18
5433,11
5434,13
5435,44
5436,13
5437,24
5438,12
5439,12
544,69
5440,14
5441,11
5442,11
5443,21
5444,28
5445,32
5446,21
5447,32
5448,15
5449,19
545,81
5450,23
5451,19
5452,5
5453,44
5454,43
5455,19
5456,23
5457,8
5458,45
5459,5
546,75
5460,11
5461,11
5462,31
5463,31
5464,18
5465,15
5466,12
5467,17
5468,11
5469,31
547,48
5470,18
5471,35
5472,39
5473,38
5474,44
5475,15
5476,17
5477,49
5478,23
5479,2
548,72
5480,2
5481,2
5482,39
5483,19
5484,55
5485,3
5486,66
5487,66
5488,36
5489,62
549,76
5490,22
5491,48
5492,37
5493,28
5494,1
5495,33
5496,7
5497,17
5498,39
5499,39
55,78
550,69
5500,23
5501,28
5502,7
5503,13
5504,43
5505,22
5506,3
5507,7
5508,43
5509,43
551,76
5510,6
5511,7
5512,11
5513,8
5514,12
5515,12
5516,18
5517,15
5518,17
5519,4
5520,4
5521,58
5522,53
5523,18
5524,17
5525,37
5526,18
5527,31
5528,44
5529,37
553,68
5530,38
5531,38
5532,37
5533,34
5534,27
5535,36
5536,39
5537,48
5538,23
5539,56
554,67
5540,11
5541,8
5542,57
5543,67
5544,55
5545,59
5546,76
5547,6
5548,65
5549,55
555,67
5550,55
5551,68
5552,45
5553,19
5554,54
5555,54
5556,19
5557,9
5558,19
5559,19
556,68
5560,19
5561,62
5562,21
5563,21
5564,5
5565,25
5566,59
5567,61
5568,23
5569,37
557,57
5570,38
5571,37
5572,19
5573,56
5574,17
5575,39
5576,1
5577,34
5578,1
5579,23
558,47
5580,38
5581,54
5582,34
5583,4
5584,4
5585,21
5586,48
5587,48
5588,32
5589,13
559,59
5590,3
5591,18
5592,19
5593,7
5594,45
5595,38
5596,19
5597,9
5598,9
5599,1
56,73
560,71
5600,8
5601,37
5602,37
5603,4
5604,19
5605,1
5606,5
5607,16
5608,41
5609,2
561,57
5610,1
5611,21
5612,1
5613,15
5614,1
5615,22
5616,15
5617,16
5618,15
5619,16
562,57
5620,58
5621,19
5622,83
5623,67
5624,41
5625,82
5626,67
5627,21
5628,48
5629,44
563,72
5630,15
5631,21
5632,45
5633,57
5634,57
5635,65
5636,57
5637,56
5638,6
5639,56
564,57
5640,61
5641,6
5642,57
5643,46
5644,6
5645,55
5646,65
5647,66
5648,65
5649,75
565,78
5650,51
5651,65
5652,18
5653,64
5654,54
5655,64
5656,54
5657,7
5658,6
5659,48
566,78
5660,19
5661,27
5662,7
5663,18
5664,66
5665,19
5666,64
5667,28
5668,28
5669,38
567,21
5670,19
5671,15
5672,19
5673,28
5674,33
5675,44
5676,6
5677,48
5678,9
5679,14
568,66
5680,59
5681,23
5682,18
5683,12
5684,5
5685,5
5686,7
5687,8
5688,1
5689,36
569,45
5690,36
5691,39
5692,23
5693,32
5694,23
5695,11
5696,1
5697,37
5698,7
5699,21
570,68
5700,37
5701,35
5702,24
5703,22
5704,17
5705,15
5706,12
5707,21
5708,4
5709,12
571,79
5710,1
5711,1
5712,37
5713,12
5714,15
5715,11
5716,15
5717,1
5718,1
5719,17
572,45
5720,15
5721,11
5722,12
5723,1
5724,12
5725,13
5726,15
5727,32
5728,1
5729,15
573,26
5730,15
5731,13
5732,13
5733,17
5734,29
5735,17
5736,37
5737,15
5738,15
5739,15
574,6
5740,2
5741,12
5742,14
5743,9
5744,37
5745,12
5746,19
5747,35
5748,22
5749,19
575,66
5750,1
5751,9
5752,12
5753,19
5754,35
5755,19
5756,19
5757,39
5758,19
5759,28
576,71
5760,19
5761,9
5762,22
5763,13
5764,26
5765,2
5766,11
5767,81
5768,37
5769,51
577,68
5770,44
5771,22
5772,5
5773,56
5774,55
5775,65
5776,61
5777,61
5778,55
5779,46
578,81
5780,6
5781,6
5782,65
5783,56
5784,55
5785,48
5786,65
5787,66
5788,65
5789,48
579,75
5790,81
5791,35
5792,27
5793,19
5794,19
5795,66
5796,9
5797,66
5798,2
5799,24
58,77
580,49
5800,34
5801,53
5802,4
5803,38
5804,19
5805,45
5806,12
5807,48
5808,36
5809,4
581,67
5810,19
5811,46
5812,21
5813,4
5814,4
5815,28
5816,5
5817,21
5818,15
5819,1
582,57
5820,47
5821,1
5822,21
5823,15
5824,12
5825,1
5826,1
5827,32
5828,37
5829,21
583,48
5830,1
5831,11
5832,13
5833,13
5834,48
5835,17
5836,11
5837,22
5838,33
5839,11
584,55
5840,23
5841,12
5842,13
5843,1
5844,13
5845,56
5846,71
5847,65
5848,56
5849,49
585,3
5850,68
5851,57
5852,6
5853,56
5854,57
5855,51
5856,67
5857,71
5858,56
5859,25
586,69
5860,28
5861,65
5862,67
5863,19
5864,61
5865,63
5866,65
5867,43
5868,44
5869,66
587,67
5870,66
5871,19
5872,8
5873,45
5874,5
5875,19
5876,24
5877,19
5878,28
5879,29
588,73
5880,1
5881,19
5882,3
5883,46
5884,48
5885,67
5886,34
5887,2
5888,19
5889,28
589,66
5890,5
5891,9
5892,37
5893,12
5894,21
5895,19
5896,37
5897,4
5898,2
5899,9
59,67
590,72
5900,39
5901,15
5902,36
5903,12
5904,36
5905,15
5906,37
5907,1
5908,23
5909,36
591,78
5910,3
5911,22
5912,11
5913,14
5914,23
5915,17
5916,17
5917,1
5918,1
5919,1
592,8
5920,15
5921,11
5922,49
5923,9
5924,48
5925,1
5926,9
5927,12
5928,1
5929,17
593,57
5930,11
5931,12
5932,37
5933,15
5934,1
5935,15
5936,4
5937,34
5938,17
5939,44
594,83
5940,16
5941,14
5942,43
5943,2
5944,15
5945,65
5946,58
5947,66
5948,8
5949,65
595,26
5950,49
5951,55
5952,67
5953,66
5954,35
5955,65
5956,65
5957,41
5958,65
5959,2
596,68
5960,19
5961,64
5962,81
5963,66
5964,26
5965,64
5966,2
5967,65
5968,27
5969,44
597,71
5970,16
5971,53
5972,9
5973,19
5974,39
5975,7
5976,44
5977,37
5978,19
5979,9
598,69
5980,34
5981,33
5982,43
5983,16
5984,52
5985,18
5986,19
5987,39
5988,44
5989,35
599,34
5990,15
5991,41
5992,17
5993,12
5994,43
5995,45
5996,22
5997,41
5998,17
5999,12
6,8
60,8
600,68
6000,14
6001,44
6002,48
6003,38
6004,23
6005,11
6006,37
6007,45
6008,31
6009,37
601,14
6010,15
6011,17
6012,12
6013,15
6014,32
6015,1
6016,31
6017,15
6018,17
6019,11
602,82
6020,11
6021,15
6022,15
6023,11
6024,31
6025,13
6026,11
6027,37
6028,13
6029,11
603,49
6030,13
6031,1
6032,31
6033,31
6034,13
6035,24
6036,11
6037,9
6038,11
6039,64
604,68
6040,1
6041,32
6042,26
6043,1
6044,15
6045,75
6046,26
6047,24
6048,17
6049,23
605,71
6050,11
6051,58
6052,7
6053,7
6054,66
6055,23
6056,22
6057,71
6058,13
6059,3
606,73
6060,38
6061,9
6062,23
6063,53
6064,33
6065,1
6066,65
6067,65
6068,57
6069,38
607,69
6070,48
6071,61
6072,11
6073,48
6074,65
6075,17
6076,63
6077,19
6078,17
6079,15
608,8
6080,12
6081,36
6082,48
6083,18
6084,19
6085,48
6086,28
6087,13
6088,14
6089,4
609,63
6090,26
6091,24
6092,22
6093,4
6094,15
6095,45
6096,6
6097,54
6098,46
6099,65
61,82
610,73
6100,44
6101,59
6102,28
6103,48
6104,13
6105,28
6106,22
6107,19
6108,15
6109,9
611,77
6110,42
6111,61
6112,72
6113,75
6114,75
6115,1
6116,1
6117,64
6118,19
6119,35
612,7
6120,43
6121,74
6122,37
6123,22
6124,45
6125,65
6126,12
6127,1
6128,37
6129,35
613,66
6130,2
6131,53
6132,17
6133,31
6134,1
6135,1
6136,12
6137,11
6138,76
6139,49
614,26
6140,4
6141,65
6142,17
6143,65
6144,4
6145,9
6146,55
6147,23
6148,5
6149,11
615,52
6150,11
6151,52
6152,34
6153,81
6154,1
6155,44
6156,44
6157,11
6158,56
6159,13
616,45
6160,18
6161,25
6162,44
6163,49
