id,name,numArticles,minYear,maxYear
4911,Wieland Brendel,2,2011,2014
4912,Mona Eberts,1,2011,2011
4913,Sivaraman Balakrishnan,6,2011,2016
4914,Alessandro Rinaldo,3,2011,2016
4915,Omar Z. Khan,1,2011,2011
4916,John-mark M. Agosta,1,2011,2011
4917,David K. Duvenaud,6,2011,2016
4918,Yi-kai Liu,2,2011,2012
4919,Loc X. Bui,1,2011,2011
492,William E. Faller,1,1990,1990
4920,Ramesh Johari,2,2011,2016
4921,Vincent Delaitre,1,2011,2011
4922,Ivan Laptev,1,2011,2011
4923,Alexandra Carpentier,6,2011,2014
4924,Hema S. Koppula,1,2011,2011
4925,Abhishek Anand,1,2011,2011
4926,Adrian Ion,1,2011,2011
4927,Joao Carreira,1,2011,2011
4928,Nitesh Shroff,1,2011,2011
4929,Pavan Turaga,1,2011,2011
493,Marvin W. Luttges,1,1990,1990
4930,David S. Choi,1,2011,2011
4931,Martin Slawski,5,2011,2016
4932,Dan Roy,1,2011,2011
4933,Carl Vondrick,5,2011,2016
4934,Luca Oneto,1,2011,2011
4935,Davide Anguita,1,2011,2011
4936,Alessandro Ghio,1,2011,2011
4937,Sandro Ridella,1,2011,2011
4938,Yong Zhang,2,2011,2016
4939,Zhaosong Lu,2,2011,2014
494,Rodolfo A. Milito,1,1990,1990
4940,Yibiao Zhao,1,2011,2011
4941,Song-chun Zhu,2,2011,2013
4942,Michael L. Wick,1,2011,2011
4943,Scott Niekum,3,2011,2015
4944,Thomas J. Walsh,1,2011,2011
4945,Daniel K. Hewlett,1,2011,2011
4946,Clayton T. Morrison,1,2011,2011
4947,Daniel Hernndez-lobato,4,2011,2014
4949,Pierre Dupont,1,2011,2011
4950,Dylan A. Simon,1,2011,2011
4951,Ehsan Elhamifar,3,2011,2016
4952,Elodie Vernet,1,2011,2011
4953,Mark D. Reid,5,2011,2016
4954,K Briggman,1,2011,2011
4955,Sung Ju Hwang,3,2011,2014
4956,Mohammad G. Azar,1,2011,2011
4957,Takashi Washio,2,2011,2012
4958,Sebastian A. Kurtek,1,2011,2011
4959,Anuj Srivastava,2,2003,2011
496,Herbert L. Roitblat,1,1990,1990
4960,Wei Wu,1,2011,2011
4961,Makoto Yamada,2,2011,2016
4962,Hirotaka Hachiya,2,2011,2011
4963,Yingjian Wang,1,2011,2011
4964,Martin Kiefel,1,2011,2011
4965,Lumin Zhang,1,2011,2011
4966,Biljana Petreska,2,2011,2013
4967,Dae I. Kim,1,2011,2011
4968,Miles Lopes,2,2011,2014
4969,Simon Setzer,2,2011,2013
497,Patrick W. B. Moore,1,1990,1990
4970,Tingting Zhao,1,2011,2011
4971,Gang Niu,3,2011,2016
4972,Cho-jui Hsieh,11,2011,2016
4973,Mtys A. Sustik,3,2011,2013
4974,Neville Mehta,1,2011,2011
4975,Joshua T. Abbott,3,2011,2013
4976,Fatma K. Karzan,1,2011,2011
4977,Arkadi S. Nemirovski,2,2011,2016
4978,Boris T. Polyak,1,2011,2011
4979,Arthur D. Szlam,1,2011,2011
498,Paul E. Nachtigall,1,1990,1990
4980,Patrick O. Perry,1,2011,2011
4981,Onur Dikmen,2,2011,2012
4982,Cdric Fvotte,3,2011,2016
4983,Paul Wagner,2,2011,2013
4984,Lei Yuan,1,2011,2011
4985,Julie Dethier,1,2011,2011
4986,Paul Nuyujukian,1,2011,2011
4987,Chris Eliasmith,1,2011,2011
4988,Terrence C. Stewart,1,2011,2011
4989,Shauki A. Elasaad,1,2011,2011
499,Ralph H. Penner,1,1990,1990
4990,Edouard Grave,1,2011,2011
4991,Zuoguan Wang,2,2011,2012
4992,Gerwin Schalk,2,2011,2012
4993,Qiang Ji,4,2011,2015
4994,Pablo M. Olmos,1,2011,2011
4995,Luis Salamanca,1,2011,2011
4996,Juan Fuentes,1,2011,2011
4997,Christoph Lippert,2,2011,2013
4998,Dominique C. Perrault-joncas,1,2011,2011
4999,Jiarong Jiang,2,2011,2012
5,Alan H. Barr,3,1987,1992
50,Manuel F. Fernndez,1,1987,1987
500,Robert R. Snapp,2,1990,1995
5000,Florian Stimberg,2,2011,2014
5001,Kumar Sricharan,2,2011,2012
5002,Christopher C. Johnson,1,2011,2011
5003,Jiayu Zhou,3,2011,2014
5004,Hua Wang,6,2011,2014
5005,Farhad Kamangar,1,2011,2011
5006,Andrew Mchutchon,1,2011,2011
5007,Philipp Krhenbhl,1,2011,2011
5008,Joni K. Pajarinen,1,2011,2011
5009,Jaakko Peltonen,1,2011,2011
501,Ennio Mingolla,1,1990,1990
5010,Liang Xiong,1,2011,2011
5011,Dmitry Pidan,1,2011,2011
5012,Olana Missura,1,2011,2011
5013,Thomas Grtner,3,2005,2016
5014,Nati Srebro,15,2011,2016
5015,Ross B. Girshick,1,2011,2011
5016,Levi Boyles,2,2011,2012
5017,Anoop Korattikara,1,2011,2011
5018,Andreas Stuhlmueller,1,2011,2011
5019,Charles Dubout,1,2011,2011
502,Mark A. Holler,1,1990,1990
5020,Gyemin Lee,1,2011,2011
5021,Noemie Elhadad,1,2011,2011
5022,Ahmad Salman,1,2011,2011
5023,Balazs B. Ujfalussy,1,2011,2011
5024,Lav R. Varshney,2,2011,2013
5025,Aniruddha Bhargava,1,2011,2011
5026,Joel Z. Leibo,3,2011,2016
5027,Jim Mutch,1,2011,2011
5028,Andrew W. Fitzgibbon,1,2011,2011
5029,Emin Orhan,1,2011,2011
503,Alireza Khotanzad,1,1990,1990
5030,Mijung Park,6,2011,2015
5031,Greg Horwitz,1,2011,2011
5032,Kamil A. Wnuk,1,2011,2011
5033,Ziming Zhang,1,2011,2011
5034,Lubor Ladicky,1,2011,2011
5035,Amir Saffari,1,2011,2011
5036,Martin B. Stemmler,1,2011,2011
5037,Biswa Sengupta,1,2011,2011
5038,Simon Laughlin,1,2011,2011
5039,Jeremy Niven,1,2011,2011
504,Ying-Wung Lee,1,1990,1990
5040,Qibin Zhao,1,2011,2011
5041,Cesar F. Caiafa,1,2011,2011
5042,Danilo P. Mandic,1,2011,2011
5043,Tonio Ball,1,2011,2011
5044,Andreas Schulze-bonhage,1,2011,2011
5045,Andreas Damianou,1,2011,2011
5046,Maneesh Bhand,1,2011,2011
5047,Ritvik Mudur,1,2011,2011
5048,Bipin Suresh,1,2011,2011
5049,Armen Allahverdyan,1,2011,2011
505,Andr Longtin,3,1990,2007
5050,Aram Galstyan,3,2011,2016
5051,Sonia A. Bhaskar,1,2011,2011
5052,Ioannis A. Gkioulekas,1,2011,2011
5053,Todd Zickler,1,2011,2011
5054,Youwei Zhang,1,2011,2011
5055,Iasonas Kokkinos,1,2011,2011
5056,Yair Wiener,2,2011,2012
5057,David Adametz,2,2011,2014
5058,Min Xu,2,2011,2013
5059,Akshay Krishnamurthy,7,2011,2016
506,James R. Glass,1,1990,1990
5060,Matus J. Telgarsky,3,2011,2014
5061,S. D. Babacan,3,2011,2012
5062,Shulin Yang,2,2011,2012
5063,Abdul S. Sheikh,1,2011,2011
5064,Bin Zhao,1,2011,2011
5065,Hui Lin,1,2011,2011
5066,Odalric-ambrym Maillard,5,2011,2014
5067,Guillaume Desjardins,2,2011,2015
5068,Angela Yao,1,2011,2011
5069,Juergen Gall,1,2011,2011
507,Michael S. Phillips,2,1990,1990
5070,Luc V. Gool,4,2011,2016
5071,Yoonho Hwang,1,2011,2011
5072,Hee-kap Ahn,1,2011,2011
5073,Abram L. Friesen,2,2011,2012
5074,Skander Mensi,1,2011,2011
5075,Richard Naud,1,2011,2011
5076,Matthew A. Kayala,1,2011,2011
5077,Tomer Koren,7,2011,2016
5078,Soumya Ghosh,2,2011,2012
5079,Andrei B. Ungureanu,1,2011,2011
508,Vijay K. Samalam,1,1990,1990
5080,Michael Shindler,1,2011,2011
5081,Alex Wong,1,2011,2011
5082,Adam W. Meyerson,1,2011,2011
5083,Dan Feldman,3,2011,2016
5084,Matthew Faulkner,1,2011,2011
5085,Cristina Savin,5,2011,2016
5086,Richard G. Gibson,2,2011,2012
5087,Duane Szafron,2,2011,2012
5088,Matthew D. Zeiler,1,2011,2011
5089,Iain Matthews,1,2011,2011
509,Bruno Caprile,1,1990,1990
5090,Benjamin Link,1,2011,2011
5091,Vincent Tan,1,2011,2011
5092,Kamiar R. Rad,1,2011,2011
5093,Guy Broeck,1,2011,2011
5094,Xiaoyin Ge,1,2011,2011
5095,Issam I. Safa,1,2011,2011
5096,Yusu Wang,3,2011,2016
5097,Jing Lei,2,2011,2013
5098,Wojciech Kotlowski,1,2011,2011
5099,Flavio Chierichetti,1,2011,2011
51,Charles M. Marcus,2,1987,1988
510,Kenneth A. Marko,1,1990,1990
5100,David Liben-nowell,1,2011,2011
5101,Guido F. Montufar,2,2011,2014
5102,Johannes Rauh,1,2011,2011
5103,Nihat Ay,1,2011,2011
5104,Dominique Tschopp,1,2011,2011
5105,Suhas Diggavi,1,2011,2011
5106,Payam Delgosha,1,2011,2011
5107,Soheil Mohajer,1,2011,2011
5108,Rafael M. Frongillo,2,2011,2012
5109,Johanni Brea,1,2011,2011
511,F. R. Waugh,1,1990,1990
5110,Walter Senn,1,2011,2011
5111,Joo V. Messias,1,2011,2011
5112,Matthijs Spaan,1,2011,2011
5113,Pedro U. Lima,1,2011,2011
5114,Nasser M. Nasrabadi,1,2011,2011
5115,Trac D. Tran,1,2011,2011
5116,Nam Nguyen,1,2011,2011
5117,Danilo J. Rezende,1,2011,2011
5118,Daan Wierstra,3,2011,2016
5119,Rina Panigrahy,1,2011,2011
512,David C. Tam,1,1990,1990
5120,Krzysztof J. Dembczynski,1,2011,2011
5121,Willem Waegeman,2,2011,2012
5122,Weiwei Cheng,2,2011,2012
5123,Eyke Hllermeier,4,2011,2015
5124,Christopher Re,3,2011,2013
5125,Stephen Wright,3,2011,2014
5126,Feng Niu,1,2011,2011
5127,Xaq Pitkow,3,2011,2016
5128,Yashar Ahmadian,1,2011,2011
5129,Ken D. Miller,1,2011,2011
513,Roger N. Shepard,1,1990,1990
5130,Blake Shaw,1,2011,2011
5131,Bert Huang,1,2011,2011
5132,Bo Chen,3,2011,2015
5133,Ankur P. Parikh,1,2011,2011
5134,Asela Gunawardana,1,2011,2011
5135,Puyang Xu,1,2011,2011
5136,David R. Karger,1,2011,2011
5137,Ali Tofigh,1,2011,2011
5138,Erik Sjlund,1,2011,2011
5139,Mattias Hglund,1,2011,2011
514,Sheila Kannappan,1,1990,1990
5140,Jens Lagergren,1,2011,2011
5141,Binbin Lin,2,2011,2012
5142,Chiyuan Zhang,6,2011,2015
5143,Jun Wang,3,2011,2015
5144,Huyen T. Do,1,2011,2011
5145,Adam Woznica,2,2011,2012
5146,Alexandros Kalousis,3,2011,2015
5147,Hao Xu,1,2011,2011
5148,David E. Carlson,8,2011,2015
5149,Nicolas Boumal,2,2011,2016
5150,Pierre-antoine Absil,1,2011,2011
5151,Anshumali Shrivastava,4,2011,2016
5152,Joshua L. Moore,1,2011,2011
5153,Arnd C. Knig,1,2011,2011
5154,Sungwoong Kim,1,2011,2011
5155,Sebastian Nowozin,4,2011,2016
5156,Chang D. Yoo,2,2011,2012
5157,Zhen Li,1,2011,2011
5158,Huazhong Ning,1,2011,2011
5159,Liangliang Cao,1,2011,2011
516,Thomas H. Brown,3,1990,1994
5160,Salah Rifai,1,2011,2011
5161,Yann N. Dauphin,4,2011,2015
5162,Xavier Muller,1,2011,2011
5163,Philipp Hennig,6,2011,2015
5165,Daniil Ryabko,4,2011,2012
5166,Daniel Tranchina,1,2011,2011
5167,Yasin Abbasi-yadkori,1,2011,2011
5168,Ricardo S. Cabral,1,2011,2011
5169,Joao P. Costeira,1,2011,2011
517,Zachary F. Mainen,1,1990,1990
5170,Alexandre Bernardino,1,2011,2011
5171,Simon Wiesler,1,2011,2011
5172,Hermann Ney,1,2011,2011
5173,Jun-ichiro Hirayama,1,2011,2011
5174,Kevin G. Jamieson,5,2011,2016
5175,Martin O. Larsson,1,2011,2011
5176,Johan Ugander,2,2011,2016
5177,Xianxing Zhang,3,2011,2015
5178,Andrew Cotter,3,2011,2016
5179,Minmin Chen,1,2011,2011
518,Anthony M. Zador,8,1990,2002
5180,Risheng Liu,1,2011,2011
5181,Zhixun Su,1,2011,2011
5182,Duy Q. Vu,1,2011,2011
5183,David Hunter,1,2011,2011
5184,Mehdi Keramati,1,2011,2011
5185,Boris S. Gutkin,3,2003,2012
5186,Andrew E. Waters,1,2011,2011
5187,Aswin C. Sankaranarayanan,1,2011,2011
5188,Artin Armagan,1,2011,2011
5189,Merlise Clyde,1,2011,2011
519,Brenda J. Claiborne,3,1990,1994
5190,Nobuyuki Morioka,1,2011,2011
5191,Shin'ichi Satoh,1,2011,2011
5192,Rmi Bardenet,2,2011,2015
5193,Yisong Yue,3,2011,2016
5194,Bogdan Alexe,2,2011,2012
5195,Viviana Petrescu,1,2011,2011
5196,Stefano Ermon,7,2011,2016
5197,Philip S. Thomas,4,2011,2015
5198,Phillip Isola,1,2011,2011
5199,Devi Parikh,2,2011,2016
52,R. M. Westervelt,3,1987,1990
520,Vwani P. Roychowdhury,1,1996,1996
5200,Aude Oliva,4,2011,2015
5201,Kohei Hayashi,4,2011,2016
5202,Po-ling Loh,5,2011,2016
5203,Trung T. Pham,1,2011,2011
5204,Xinggang Wang,1,2011,2011
5205,Xingwei Yang,1,2011,2011
5206,Wenyu Liu,2,2011,2012
5207,Joseph J. Lim,2,2011,2015
5208,Ardavan Saeedi,2,2011,2016
521,Alon Orlitsky,5,2004,2016
5210,Charles A. Sutton,5,2011,2015
5211,Faisal Khan,1,2011,2011
5212,Bilge Mutlu,1,2011,2011
5213,Alexandre Karpenko,1,2011,2011
5214,Vicente Ordonez,1,2011,2011
5215,Girish Kulkarni,1,2011,2011
5216,Alex K. Susemihl,2,2011,2014
5217,Giovanni Zappella,3,2011,2013
5218,Zhan Lim,2,2011,2015
5219,Lee Sun,1,2011,2011
522,Yoichi Hayashi,1,1990,1990
5220,Victor Gabillon,4,2011,2013
5221,Jaedeug Choi,2,2011,2012
5222,Kee-eung Kim,3,2011,2012
5223,Kenan Y. Ylmaz,1,2011,2011
5224,Ali T. Cemgil,1,2011,2011
5225,Umut Simsekli,2,2011,2016
5226,Fahad S. Khan,1,2011,2011
5227,Joost Weijer,1,2011,2011
5228,Andrew D. Bagdanov,1,2011,2011
5229,Maria Vanrell,1,2011,2011
523,Bert de Vries,2,1990,1991
5230,Dan Zhang,1,2011,2011
5231,Yan Liu,5,2011,2016
5232,Luo Si,1,2011,2011
5233,Richard D. Lawrence,1,2011,2011
5234,Xinghua Lou,2,2011,2016
5235,Fred A. Hamprecht,3,2011,2014
5236,Chenlei Leng,5,2012,2016
5237,Xue-xin Wei,2,2012,2016
5238,Maksims Volkovs,2,2012,2012
5239,Aharon Birnbaum,1,2012,2012
524,Jos Carlos Prncipe,4,1990,1998
5240,Shai S. Shwartz,2,2012,2012
5241,Amr Ahmed,1,2012,2012
5242,Sujith Ravi,1,2012,2012
5243,Andrej Karpathy,2,2012,2014
5244,Ulugbek Kamilov,1,2012,2012
5245,Michael Unser,1,2012,2012
5246,Karthik Mohan,3,2012,2014
5247,Mike Chung,1,2012,2012
5248,Seungyeop Han,1,2012,2012
5249,Daniela Witten,1,2012,2012
525,Bojan Petek,1,1990,1990
5250,Maryam Fazel,3,2012,2016
5251,Chi Jin,3,2012,2016
5252,Jingwen Yan,1,2012,2012
5253,Sungeun Kim,1,2012,2012
5254,Shannon Risacher,1,2012,2012
5255,Andrew Saykin,1,2012,2012
5256,Li Shen,1,2012,2012
5257,Mert Pilanci,1,2012,2012
5258,Jeremy Weiss,1,2012,2012
5259,Sriraam Natarajan,1,2012,2012
526,Otto Schmidbauer,2,1990,1991
5260,David Page,2,2012,2013
5261,Yi Wu,2,2012,2016
5262,Jeremie Mary,1,2012,2012
5263,Deepak Venugopal,3,2012,2014
5264,Edward Challis,1,2012,2012
5265,Shengxuan Ye,1,2012,2012
5266,Ian Ross,1,2012,2012
5267,Adam Mamelak,1,2012,2012
5268,Teodor M. Moldovan,1,2012,2012
5269,Robert Gens,2,2012,2014
527,Chuck Wooters,2,1990,1992
5270,Melanie Rey,1,2012,2012
5271,Victor Bittorf,2,2012,2013
5272,Wei Bi,1,2012,2012
5273,Evan Archer,6,2012,2016
5274,Jasper Snoek,4,2012,2015
5275,Stephen Becker,3,2012,2014
5276,Jalal Fadili,4,2012,2016
5277,Zohar Karnin,1,2012,2012
5278,Pietro D. Lena,1,2012,2012
5279,Ken Nagata,1,2012,2012
528,Ken-ichi Iso,1,1990,1990
5280,Harish G. Ramaswamy,2,2012,2013
5281,Nichols Della Penna,1,2012,2012
5282,Anima Anandkumar,7,2012,2016
5283,Ragupathyraj Valluvan,1,2012,2012
5284,Alex Flint,1,2012,2012
5285,Pedro Ortega,2,2012,2016
5286,Jordi Grau-moya,1,2012,2012
5287,Tim Genewein,1,2012,2012
5288,David Balduzzi,3,2012,2013
5289,Daniel Braun,1,2012,2012
529,Takao Watanabe,1,1990,1990
5290,Aaron Defazio,3,2012,2016
5291,Sren Hauberg,2,2012,2016
5292,Oren Freifeld,1,2012,2012
5293,Marc Bellemare,3,2012,2016
5294,Zhitang Chen,1,2012,2012
5295,Laiwan Chan,1,2012,2012
5296,Jayadev Acharya,3,2012,2015
5297,Hirakendu Das,1,2012,2012
5298,Qihang Lin,3,2012,2016
5299,Javier Pena,1,2012,2012
53,Gerald Tesauro,10,1987,2007
530,Garrison W. Cottrell,11,1990,2006
5300,Aaron Dennis,1,2012,2012
5301,He He,3,2012,2016
5302,Jason Eisner,2,2012,2012
5303,Arindam Banerjee,12,2012,2016
5304,Nikhil Bhat,1,2012,2012
5305,Moritz Hardt,5,2012,2016
5306,Katrina Ligett,1,2012,2012
5307,Abner Guzmn-rivera,1,2012,2012
5308,Dhruv Batra,5,2012,2016
5309,Andre Wibisono,4,2012,2014
531,Janet Metcalfe,1,1990,1990
5310,Edouard Klein,1,2012,2012
5311,Matthieu Geist,2,2012,2014
5312,Bilal Piot,2,2012,2014
5313,Olivier Pietquin,2,2012,2014
5314,Assaf Glazer,3,2012,2014
5315,Michael Lindenbaum,3,2012,2014
5316,Tivadar Papai,1,2012,2012
5317,Daniel Stefankovic,1,2012,2012
5318,Jeff Beck,4,2012,2015
5319,Adam Teichert,1,2012,2012
532,Shelly D. D. Goggin,1,1990,1990
5320,Dmitry Adamskiy,1,2012,2012
5322,Sergey Feldman,1,2012,2012
5323,Toke Hansen,1,2012,2012
5324,Yao-nan Chen,1,2012,2012
5325,Sven Dickinson,1,2012,2012
5326,Zhenming Liu,1,2012,2012
5327,Bozidar Radunovic,1,2012,2012
5328,Qirong Ho,5,2012,2014
5329,Junming Yin,2,2012,2013
533,Kristina M. Johnson,1,1990,1990
5330,Anand Sarwate,2,2012,2013
5331,Konstantinos Tsianos,1,2012,2012
5332,Sean Lawlor,1,2012,2012
5333,James Scott,1,2012,2012
5334,Neil Burch,1,2012,2012
5335,Aditya Khosla,2,2012,2015
5336,Jianxiong Xiao,3,2012,2014
5337,Shiva P. Kasiviswanathan,1,2012,2012
5339,Prem Melville,1,2012,2012
534,Karl E. Gustafson,2,1990,1991
5340,James Lloyd,1,2012,2012
5341,Prem K. Gopalan,4,2012,2014
5342,Michael Freedman,1,2012,2012
5343,Benjamin Rolfs,1,2012,2012
5344,Bala Rajaratnam,2,2012,2014
5345,Dominique Guillot,1,2012,2012
5346,Ian Wong,1,2012,2012
5347,Arian Maleki,2,2012,2016
5348,Quanquan Gu,5,2012,2016
5349,Thomas Furmston,1,2012,2012
535,Esther Levin,3,1990,1992
5350,Jennifer Gillenwater,3,2012,2015
5351,Jens Mueller,1,2012,2012
5352,Soeren Laue,1,2012,2012
5353,Sascha Swiercy,1,2012,2012
5354,Konstantina Palla,1,2012,2012
5355,Minjie Xu,2,2012,2014
5356,Nan Du,7,2012,2016
5357,Ming Yuan,2,2012,2015
5358,Kosuke Fukumasu,1,2012,2012
5359,Koji Eguchi,1,2012,2012
5360,C. M. Niu,1,2012,2012
5361,Sirish Nandyala,1,2012,2012
5362,Won J. Sohn,1,2012,2012
5363,Terence Sanger,1,2012,2012
5364,Stephen Pasteris,3,2012,2016
5365,Hyunsin Park,1,2012,2012
5366,Sungrack Yun,1,2012,2012
5367,Sanghyuk Park,1,2012,2012
5368,Francesca Petralia,2,2012,2013
5369,Arash Vahdat,2,2012,2013
537,Tan Phan,1,1990,1990
5370,Raajay Viswanathan,1,2012,2012
5371,Alexander Lorbert,1,2012,2012
5372,Stefan Habenschuss,2,2012,2015
5373,Johannes Bill,1,2012,2012
5374,Vasiliy Karasev,1,2012,2012
5375,Christian Mayr,1,2012,2012
5376,Paul Strke,1,2012,2012
5377,Johannes Partzsch,1,2012,2012
5378,Love Cederstroem,1,2012,2012
5379,Rene Schffny,1,2012,2012
5380,Yao Shuai,1,2012,2012
5381,Heidemarie Schmidt,1,2012,2012
5382,Yin Chen,1,2012,2012
5383,Liping Liu,1,2012,2012
5384,Figen Oztoprak,1,2012,2012
5385,Jorge Nocedal,2,2012,2016
5386,Bonnie Kirkpatrick,1,2012,2012
5387,Nilesh Dalvi,1,2012,2012
5388,Aditya Parameswaran,1,2012,2012
5389,Vibhor Rastogi,1,2012,2012
539,Sebastian Thrun,21,1990,2005
5390,Xianghang Liu,3,2012,2014
5391,Michael Bryant,1,2012,2012
5392,Antonino Freno,1,2012,2012
5393,Marc Tommasi,1,2012,2012
5394,Siddharth Gopal,1,2012,2012
5395,Alexandru Niculescu-mizil,1,2012,2012
5396,Ko-jen Hsiao,1,2012,2012
5397,Kevin Xu,1,2012,2012
5398,Jeff Calder,1,2012,2012
5399,Stanislas Lauly,2,2012,2014
54,Terrence J. Sejnowski,49,1987,2005
540,Knut Mller,2,1990,1991
5400,Qixia Jiang,1,2012,2012
5401,Maosong Sun,1,2012,2012
5402,Joan Fruitet,1,2012,2012
5403,Maureen Clerc,1,2012,2012
5404,Eunho Yang,7,2012,2015
5405,Genevera Allen,3,2012,2013
5406,Zhandong Liu,3,2012,2013
5407,Henrik Ohlsson,1,2012,2012
5408,Allen Yang,1,2012,2012
5409,Roy Dong,1,2012,2012
541,Alexander Linden,1,1990,1990
5410,Hyun S. Park,1,2012,2012
5411,Eakta Jain,1,2012,2012
5412,Azadeh Khaleghi,1,2012,2012
5413,Demba Ba,1,2012,2012
5414,Behtash Babadi,2,2012,2014
5415,Patrick Purdon,1,2012,2012
5416,Emery Brown,1,2012,2012
5417,Qiang Liu,9,2012,2016
5419,Kei Wakabayashi,1,2012,2012
542,Margaret E. Sereno,1,1990,1990
5420,Takao Miura,1,2012,2012
5421,Sejong Yoon,1,2012,2012
5422,Chen Chen,3,2012,2014
5423,Junzhou Huang,1,2012,2012
5424,Matthew Der,1,2012,2012
5425,Ana Radovanovic,1,2012,2012
5426,Yunlong He,1,2012,2012
5427,Haesun Park,1,2012,2012
5428,Sasha Rakhlin,3,2012,2013
5429,Simon Ashton,1,2012,2012
543,Anthony Jayakumar,2,1990,1991
5430,Marthinus D. Plessis,1,2012,2012
5431,Song Liu,1,2012,2012
5432,Manuel Lopes,1,2012,2012
5433,Tobias Lang,1,2012,2012
5434,Pierre-yves Oudeyer,1,2012,2012
5435,Nishant Mehta,2,2012,2014
5436,Jason Pacheco,1,2012,2012
5437,Hanghang Tong,1,2012,2012
5438,Qiaozhu Mei,1,2012,2012
5439,Boleslaw Szymanski,1,2012,2012
544,Torsten Zeppenfeld,1,1990,1990
5440,Seong-hwan Jun,1,2012,2012
5441,Liangliang Wang,3,2012,2015
5442,Nicholas Ruozzi,3,2012,2015
5443,Cobi Cario,1,2012,2012
5444,Guillermo Canas,2,2012,2012
5445,Hachem Kadri,2,2012,2016
5446,Philippe Preux,1,2012,2012
5447,Ashwini Shukla,1,2012,2012
5448,Aude Billard,1,2012,2012
5449,Weixin Li,1,2012,2012
545,Jeffrey L. Teeters,1,1990,1990
5450,Michael Osborne,4,2012,2016
5451,Roman Garnett,5,2012,2016
5452,Philip Sterne,1,2012,2012
5453,Abdul-saboor Sheikh,2,2012,2016
5454,Peter Krafft,1,2012,2012
5455,Juston Moore,1,2012,2012
5456,Bruce Desmarais,1,2012,2012
5457,Sourish Chaudhuri,1,2012,2012
5458,Pierre Gaillard,1,2012,2012
5459,Gabor Lugosi,1,2012,2012
546,Frank S. Werblin,1,1990,1990
5460,Jiafeng Guo,1,2012,2012
5461,Xueqi Cheng,1,2012,2012
5462,Cun-hui Zhang,4,2012,2012
5463,Kevin Swersky,3,2012,2013
5464,Minh Do,2,2012,2013
5465,Nisheeth Srivastava,2,2012,2014
5466,Peter Kontschieder,1,2012,2012
5467,Antonio Criminisi,3,2012,2016
5468,Fredrik Lindsten,3,2012,2014
5469,Thomas Schn,1,2012,2012
547,Paul W. Munro,8,1990,1999
5470,Chad Scherrer,1,2012,2012
5471,Mahantesh Halappanavar,1,2012,2012
5472,David Haglin,1,2012,2012
5473,Amit Daniely,3,2012,2016
5474,Adel Javanmard,3,2012,2013
5475,Mohsen Hejrati,1,2012,2012
5476,Nitish Srivastava,3,2012,2014
5477,Junyuan Xie,1,2012,2012
5478,Enhong Chen,2,2012,2016
5479,Jeffrey Dean,1,2012,2012
548,Mary Tabasko,1,1990,1990
5480,Greg Corrado,1,2012,2012
5481,Rajat Monga,1,2012,2012
5482,Kai Chen,2,2012,2013
5483,Matthieu Devin,1,2012,2012
5484,Mark Mao,1,2012,2012
5486,Paul Tucker,1,2012,2012
5487,Jinfeng Yi,2,2012,2012
5488,Shaili Jain,1,2012,2012
5489,Tianbao Yang,8,2012,2016
549,Wulfram Gerstner,16,1990,2015
5490,Abhimanyu Das,1,2012,2012
5491,Anirban Dasgupta,1,2012,2012
5492,Michel Besserve,2,2012,2013
5493,Kevin Tang,1,2012,2012
5494,Vignesh Ramanathan,1,2012,2012
5495,Rishabh Iyer,1,2012,2012
5496,Takayuki Osogami,3,2012,2014
5497,Shinsuke Koyama,1,2012,2012
5498,Mathieu Sinn,2,2012,2012
5499,Bei Chen,1,2012,2012
55,Joshua Chover,1,1987,1987
550,Candace A. Kamm,1,1990,1990
5500,Borja Balle,1,2012,2012
5501,Matthew Coudron,1,2012,2012
5502,Gilad Lerman,1,2012,2012
5503,Neil Houlsby,2,2012,2014
5504,Ferenc Huszar,1,2012,2012
5505,Hiroki Terashima,1,2012,2012
5506,Ryan Kiros,4,2012,2015
5507,Andrew Ziegler,1,2012,2012
5508,Eric Christiansen,1,2012,2012
5509,David Kriegman,1,2012,2012
551,Visakan Kadirkamanathan,1,1995,1995
5510,Marc Deisenroth,1,2012,2012
5511,Tatsuya Harada,1,2012,2012
5512,Yasuo Kuniyoshi,1,2012,2012
5513,Sterling Johnson,2,2012,2012
5514,Florian T. Pokorny,1,2012,2012
5515,Hedvig Kjellstrm,1,2012,2012
5516,Danica Kragic,1,2012,2012
5517,Carl Ek,1,2012,2012
5518,Tobias Baumgartner,1,2012,2012
5519,Thanh Ngo,1,2012,2012
552,Mahesan Niranjan,4,1996,1999
5520,Yousef Saad,1,2012,2012
5521,Marcelo Fiori,2,2012,2013
5522,Pablo Mus,1,2012,2012
5523,Nicolas Heess,8,2012,2016
5524,Anteo Smerieri,1,2012,2012
5525,Franois Duport,1,2012,2012
5526,Yvon Paquot,1,2012,2012
5527,Marc Haelterman,1,2012,2012
5528,Serge Massar,1,2012,2012
5529,Walter Dempsey,1,2012,2012
5530,Ognjen Arandjelovic,1,2012,2012
5531,Amadou Ba,1,2012,2012
5532,Yannig Goude,1,2012,2012
5533,Pascal Pompey,1,2012,2012
5534,Joseph Wang,3,2012,2016
5535,Xavier Bresson,4,2012,2016
5536,Thomas Laurent,3,2012,2016
5537,David Uminsky,2,2012,2013
5538,James V. Brecht,1,2012,2012
