id,PageRankScore,T0PRScore,T1PRScore,T3PRScore,T5PRScore,T6PRScore,T7PRScore,T9PRScore,T10PRScore,T13PRScore,T14PRScore,T15PRScore,T16PRScore,T17PRScore,T18PRScore,T19PRScore,PageRankRank,T0PRRank,T1PRRank,T3PRRank,T5PRRank,T6PRRank,T7PRRank,T9PRRank,T10PRRank,T13PRRank,T14PRRank,T15PRRank,T16PRRank,T17PRRank,T18PRRank,T19PRRank
7313,0.00010915062972608082,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3676,6533,794,3941,2596,7722,2638,3201,7905,4307,7097,3995,7341,3003,8259,1415
407,0.00010915062972608082,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,3673,6536,3716,4282,5721,2639,7616,7869,3354,297,5791,1503,4357,7104,4235,410
8454,0.00010911119868742606,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.00038736459044818846,3677,6532,3718,4274,3890,6948,4353,4170,7298,2797,7536,2568,7370,3087,7956,693
1079,0.00010909965351094334,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,0.0003610288464459428,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,0.0004607809409051867,7.262156609649681e-05,0.0006287291773450892,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3678,6560,3699,5778,494,5848,1498,7093,3994,5625,473,5567,83,5725,1281,4807
8946,0.0001090567383732014,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.0003282206840277865,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3679,6561,3698,4265,3820,981,6109,6076,1033,4756,1799,5301,877,6037,1403,4892
8947,0.0001090567383732014,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.0003282206840277865,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3680,6562,3697,4264,3819,982,6108,6080,1132,6377,3617,6479,3602,6840,4458,7063
8948,0.0001090567383732014,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.0003282206840277865,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3681,6563,3696,4237,3870,983,6107,6084,1230,4469,1222,4889,2240,7721,2784,7617
7157,0.00010904426597814812,9.440659471066516e-05,0.000331544787463294,0.00022903262770371992,8.977483942455356e-05,0.0002748589213806224,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3682,6590,941,1198,1803,1205,4733,7853,3309,8014,3145,7923,3060,8269,3289,8059
8674,0.00010903006777630942,9.440659471066516e-05,0.00034029066213821143,6.307962172545298e-05,0.0005550289209300745,5.504313711100556e-05,7.540575820653681e-05,0.0004270114280243898,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3686,6586,904,3981,287,6051,1263,301,5855,1871,5213,2347,7623,2854,8136,4316
8676,0.00010903006777630942,9.440659471066516e-05,0.00034029066213821143,6.307962172545298e-05,0.0005550289209300745,5.504313711100556e-05,7.540575820653681e-05,0.0004270114280243898,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3683,6589,907,3985,284,6054,1260,298,5859,1880,5388,2409,7831,3403,6764,4444
8677,0.00010903006777630942,9.440659471066516e-05,0.00034029066213821143,6.307962172545298e-05,0.0005550289209300745,5.504313711100556e-05,7.540575820653681e-05,0.0004270114280243898,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3684,6588,906,3984,285,6053,1250,299,5858,1881,5387,2410,7830,3404,6763,4445
8675,0.00010903006777630942,9.440659471066516e-05,0.00034029066213821143,6.307962172545298e-05,0.0005550289209300745,5.504313711100556e-05,7.540575820653681e-05,0.0004270114280243898,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3685,6587,905,3983,286,6052,1261,300,5857,1882,5386,2411,7829,3405,6762,4446
4370,0.00010893400973940862,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.0004372384681123683,0.00018259038294411142,6.946043492708545e-05,3687,6585,3848,3339,3453,7954,3397,4376,7134,3420,6740,4312,7011,286,1158,4845
552,0.00010888954758627974,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,0.00047879668996893846,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.00039649245111409635,3688,6584,3837,3342,3457,7950,209,1958,5371,1216,4774,1980,4947,2538,7494,659
4456,0.00010885659419983254,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3689,6583,3849,3340,3454,7953,3398,5936,1454,1026,5926,1461,4459,7087,4067,7218
9187,0.00010885311137883265,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.00047468388469000566,3692,6580,3853,3437,4160,6682,4281,4490,1881,4952,1878,5326,909,5949,1694,238
9188,0.00010885311137883265,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.00047468388469000566,3690,6582,3851,3438,4161,6681,4282,4491,1880,4953,1877,5327,908,5950,1693,239
9189,0.00010885311137883265,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.00047468388469000566,3691,6581,3852,3503,3732,6793,4243,4193,6989,4338,7105,3988,7348,3081,7960,240
4961,0.00010885253027833342,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,0.0005550289209300745,5.504313711100556e-05,7.540575820653681e-05,0.00022903440021641337,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3693,6579,3854,3685,269,6008,1116,1253,4775,3915,7202,4089,6942,4126,7388,2886
1537,0.00010884930090515052,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055725,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00040347968173494003,6.693474580860542e-05,6.946043492708545e-05,3695,6577,3856,3579,3743,6814,4256,4218,6968,472,5465,2094,5063,806,6374,3661
828,0.00010884930090515052,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055725,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00040347968173494003,6.693474580860542e-05,6.946043492708545e-05,3694,6578,3855,3578,3742,6801,4237,4233,7015,494,5605,1215,4663,807,6373,3662
6298,0.00010884212003329504,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0002454753466845384,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.0007588650999352124,6.693474580860542e-05,6.946043492708545e-05,3696,6576,3857,3592,3756,6832,4393,4145,7275,819,6347,3931,7154,59,5821,1783
2637,0.00010880464503160723,9.440659471066516e-05,0.0003053967762479984,6.307962172545298e-05,8.977483942455356e-05,0.00015689110930538377,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3697,6575,1016,4055,4177,1638,5244,7717,2701,7560,3368,483,5571,2402,7855,3320
1905,0.00010862683247064191,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3698,6574,806,3904,2589,7728,2602,3165,7889,3615,6809,4251,7103,4173,7289,2781
8753,0.00010862395002308165,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003658209889200458,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.00040101244711673623,6.946043492708545e-05,3699,6573,3858,3598,3773,6817,4408,818,6318,4105,7274,2801,8219,3310,707,6242
8754,0.00010862395002308165,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003658209889200458,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.00040101244711673623,6.946043492708545e-05,3700,6572,3859,3587,3751,6836,4389,819,6317,4180,6966,3986,7350,3079,706,6243
8938,0.0001086214879801734,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.0004483327330323382,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3706,6566,3777,3411,4259,7336,2710,2762,402,5011,2476,631,6223,4005,7248,2914
8937,0.0001086214879801734,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.0004483327330323382,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3704,6568,3779,3413,4169,6702,4262,4480,523,6352,3614,633,6221,3981,7271,2745
8939,0.0001086214879801734,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.0004483327330323382,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3705,6567,3778,3412,4200,7009,4054,3034,282,6138,3849,630,6224,4006,7217,3034
8936,0.0001086214879801734,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.0004483327330323382,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3702,6570,3861,3526,3693,6879,4414,4191,526,6257,3965,634,6220,3982,7270,2746
8934,0.0001086214879801734,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.0004483327330323382,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3701,6571,3860,3556,3720,6799,4239,4235,444,5586,1223,635,6219,3983,7269,2747
8935,0.0001086214879801734,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.0004483327330323382,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3703,6569,3780,3414,4168,6689,4274,4485,548,6190,3801,632,6222,3980,7272,2770
2041,0.00010858800868851194,0.0005786691969992375,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.0003478125909812135,0.0004787966899689382,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.00024602495787758917,3707,248,5930,6166,6055,923,417,2687,7581,4240,6913,4339,7021,4149,7370,949
9238,0.00010853727435992559,9.440659471066516e-05,0.0003171254716691216,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3709,6564,992,4037,4223,7307,2798,2823,8187,1009,5974,1320,4841,1677,5312,2340
9239,0.00010853727435992559,9.440659471066516e-05,0.0003171254716691216,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3708,6565,991,3759,4250,7342,2704,2758,7515,1017,5935,1403,4762,2126,5212,2639
1374,0.00010849354262860045,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,0.0002243481912133248,7.262156609649681e-05,8.496775442807955e-05,0.00041218188614395885,6.693474580860542e-05,6.946043492708545e-05,3710,6546,3710,4276,3893,6945,4355,4172,7310,2620,927,6097,1162,792,6327,3685
1425,0.00010847378131545644,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.00024223119380675125,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.0005680487833233546,6.693474580860542e-05,6.946043492708545e-05,3711,6529,3708,4273,3858,6916,4320,4531,1903,821,6345,3933,7152,152,5752,1655
1617,0.00010841104121085571,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.00022206756854500863,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,0.0005374005843795165,0.00041931036248497785,0.0003547594803244538,6.946043492708545e-05,3712,6483,3723,3040,3251,8342,3118,1272,4761,2039,4996,2006,198,633,852,6362
5407,0.00010839664066752914,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.00033439449259631477,7.540575820653681e-05,6.042897592889118e-05,0.00046631666180873817,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3714,6496,3683,4125,4260,959,5945,4977,220,4719,2064,4969,2399,7827,3381,8007
5409,0.00010839664066752914,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.00033439449259631477,7.540575820653681e-05,6.042897592889118e-05,0.00046631666180873817,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3713,6528,3694,4211,3859,960,5944,5002,213,4731,2108,5172,2188,5107,2098,5012
5408,0.00010839664066752914,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.00033439449259631477,7.540575820653681e-05,6.042897592889118e-05,0.00046631666180873817,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3715,6495,3684,4126,4276,958,5946,4976,221,4691,2152,5072,2053,4989,1973,5414
726,0.00010835956281331224,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497796,6.693474580860542e-05,6.946043492708545e-05,3720,6490,3689,4240,3860,6915,4321,4228,7020,3007,8264,3210,8091,370,5502,1349
724,0.00010835956281331224,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497796,6.693474580860542e-05,6.946043492708545e-05,3719,6491,3688,4255,3810,6969,4025,4254,6964,2839,8232,3180,8058,380,5491,1326
723,0.00010835956281331224,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497796,6.693474580860542e-05,6.946043492708545e-05,3716,6494,3685,4117,4240,7294,2810,3253,8058,3900,7216,4080,7105,371,5501,1350
722,0.00010835956281331224,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497796,6.693474580860542e-05,6.946043492708545e-05,3718,6492,3687,4241,3888,6950,4351,4169,7311,2619,7396,2936,8348,374,5498,1358
725,0.00010835956281331224,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497796,6.693474580860542e-05,6.946043492708545e-05,3717,6493,3686,4127,4197,6706,4258,4392,7123,3182,7928,3270,8034,375,5497,1361
8025,0.0001082930191174333,9.440659471066516e-05,0.00032449548130086565,6.307962172545298e-05,8.977483942455356e-05,0.00035878866371425084,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3721,6489,961,3793,3930,534,5593,5251,2445,7932,3241,8019,3256,8111,3122,8292
2441,0.00010827456450427717,0.0005786691969992375,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3723,175,5964,6078,5936,2193,7698,7438,2946,8336,2016,4952,2414,7860,3414,8037
2443,0.00010827456450427717,0.0005786691969992375,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3724,176,5965,6079,5905,1793,5408,7662,2565,7565,3363,6757,4256,7011,4126,7347
2442,0.00010827456450427717,0.0005786691969992375,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3722,174,5963,6077,5935,2191,7700,7439,2945,8335,2028,4940,2337,7636,2627,7504
8907,0.00010825017193698711,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3725,6488,3690,4271,3857,6917,4347,5657,1083,959,5992,1375,4759,2120,5217,2659
8906,0.00010825017193698711,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3726,6487,3691,4207,4010,6578,3666,5659,1475,1564,4449,1189,4720,1984,5096,1971
8905,0.00010825017193698711,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3727,6486,3720,3067,3246,8345,3115,5658,1278,971,5980,1304,4795,2650,7623,3549
4271,0.00010824213008820059,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.000280702706427411,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.0004622445615532321,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3728,6485,3666,4239,3889,6949,4352,1109,6060,7019,4115,609,6179,3850,6663,4481
2733,0.00010820194507592433,0.000627635638462181,0.0001156331386644576,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,0.00033960008374118246,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3729,46,1771,1736,2252,5229,741,4072,7343,3036,8239,3174,8064,3200,7929,3305
5029,0.00010817321262959252,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,0.00048237496552557934,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3730,6484,3721,3066,3260,8335,191,1820,5254,341,5511,2193,5030,2179,5169,2513
2849,0.00010816086872792965,0.00037550538248610436,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.00019952528166458308,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,0.0003993920449232899,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3731,404,5637,5551,6299,1514,4628,6081,1228,4471,1161,4698,539,5581,2351,7733
4263,0.00010815527377041036,9.440659471066516e-05,0.00043234550350614476,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,3732,6482,315,1558,1671,4768,1621,1551,4517,1389,4920,2035,4864,1732,5250,2596
1089,0.00010801157833188009,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,0.0004627199693563626,7.262156609649681e-05,8.496775442807955e-05,0.0003693522956430413,6.693474580860542e-05,6.946043492708545e-05,3733,6468,3766,5699,5463,2359,7864,8076,3406,6768,217,5802,1472,865,6019,1677
8790,0.00010797118079923225,9.440659471066516e-05,5.4433026550707303e-05,0.0004533654411572962,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0003603196976586924,0.00040474560188030864,3735,6480,3754,265,1242,6261,3754,3776,6465,3844,6536,3514,6738,4300,829,645
8791,0.00010797118079923225,9.440659471066516e-05,5.4433026550707303e-05,0.0004533654411572962,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0003603196976586924,0.00040474560188030864,3734,6481,3753,263,1266,5067,2222,2063,4971,3330,8039,3353,6668,4363,826,646
