row_id,id,topics
1495,236,"[(3, 0.51090764649750264)]"
1496,2360,"[(8, 0.99922404008964627)]"
1497,2361,"[(2, 0.34182316106295635)]"
1498,2362,"[(0, 0.29325440816441523), (4, 0.65554591538098894)]"
1499,2363,"[(1, 0.2149754821193848), (2, 0.30211848109211631), (3, 0.20516046594987467)]"
1500,2364,"[(0, 0.32969322484761154), (8, 0.42127596794604788)]"
1501,2365,"[(0, 0.27984850459392341), (8, 0.59883842503124529)]"
1502,2366,"[(2, 0.23902704864349644), (7, 0.70050260233297912)]"
1503,2367,"[(5, 0.70887992676534672), (8, 0.21188377236302852)]"
1504,2368,"[(4, 0.36044686939926768), (7, 0.25868935450862257)]"
1505,2369,"[(1, 0.85885807401746606)]"
1506,237,"[(1, 0.93426169412050064)]"
1507,2370,"[(3, 0.82253334704253656)]"
1508,2371,"[(6, 0.35695487527742198), (7, 0.3122031050994829)]"
1509,2372,"[(5, 0.53251835347575815), (8, 0.42029259833057425)]"
1510,2373,"[(2, 0.61002995909859503)]"
1511,2374,"[(3, 0.23144880947966032), (4, 0.37220399441290775), (6, 0.21945087618344591)]"
1512,2375,"[(1, 0.9715229205116408)]"
1513,2376,"[(8, 0.52782758399428831)]"
1514,2377,"[(3, 0.27940124648012032), (4, 0.59988650582087666)]"
1515,2378,"[(5, 0.9512762765245284)]"
1516,2379,"[(0, 0.34330765452283218), (2, 0.33141623481235155), (9, 0.22075171406675922)]"
1517,238,"[(0, 0.29896250134291907), (1, 0.69488586358114446)]"
1518,2380,"[(3, 0.26967954280408052), (5, 0.71483445758077602)]"
1519,2381,"[(3, 0.37215824116087259), (4, 0.26785100649187932)]"
1520,2382,"[(5, 0.89029432034040412)]"
1521,2383,"[(3, 0.4819856503798895), (5, 0.25695454997691058), (6, 0.25932868015247562)]"
1522,2384,"[(1, 0.49907992476225865), (7, 0.43693048152635028)]"
1523,2385,"[(7, 0.42926970268060782), (8, 0.509498261077584)]"
1524,2386,"[(3, 0.37683360247319175), (7, 0.4727807762772831)]"
1525,2387,"[(0, 0.26977766458999902), (8, 0.53027693491845784)]"
1526,2388,"[(0, 0.24906576726479779), (2, 0.56300945431364524)]"
1527,2389,"[(1, 0.68998315048120751)]"
1528,239,"[(1, 0.98785786045416424)]"
1529,2390,"[(5, 0.91772129026944416)]"
1530,2391,"[(4, 0.31373087953476958), (5, 0.44783540406978667)]"
1531,2392,"[(1, 0.6543003947656082), (9, 0.24799436506241362)]"
1532,2393,"[(0, 0.5621360895640336), (4, 0.38826295939370103)]"
1533,2394,"[(1, 0.56864526970730955), (5, 0.20020633665835713)]"
1534,2395,"[(1, 0.99529859919039521)]"
1535,2396,"[(0, 0.53290634754391741), (9, 0.40151131023368858)]"
1536,2397,"[(7, 0.74663327626848086)]"
1537,2398,"[(1, 0.22810904875645874), (6, 0.59436173906933698)]"
1538,2399,"[(0, 0.72098982844926596)]"
1539,24,"[(1, 0.71685702659069483)]"
1540,240,"[(1, 0.26295430566500355), (3, 0.52376591235131875)]"
1541,2400,"[(4, 0.71323850492026686)]"
1542,2401,"[(9, 0.86926577758557599)]"
1543,2402,"[(3, 0.63352265688229314), (9, 0.24162075662619187)]"
1544,2403,"[(7, 0.80018170263301214)]"
1545,2404,"[(4, 0.53357851711321369), (8, 0.39216695118763117)]"
1546,2405,"[(0, 0.39455101003153686), (3, 0.2277503926139737), (7, 0.25918994108390975)]"
1547,2406,"[(7, 0.46501142289651309)]"
1548,2407,"[(4, 0.75596162356175411), (8, 0.23387516684372031)]"
1549,2408,"[(1, 0.77933776897948148)]"
1550,2409,"[(1, 0.39161313555733079), (6, 0.30492841716702851), (7, 0.27618389095756357)]"
1551,241,"[(3, 0.77324568014910122)]"
1552,2410,"[(0, 0.60154050814097582), (1, 0.22429735177726826)]"
1553,2411,"[(0, 0.33705829796842257), (9, 0.34059125701063286)]"
1554,2412,"[(1, 0.29711644077270311), (5, 0.42682944707501935)]"
1555,2413,"[(5, 0.5395392724108774), (9, 0.28862046873845992)]"
1556,2414,"[(9, 0.96743655693643604)]"
1557,2415,"[(1, 0.85845838686264975)]"
1558,2416,"[(0, 0.55250150282069477), (8, 0.43262528508388209)]"
1559,2417,"[(0, 0.2421880357014233), (7, 0.56416605683468901)]"
1560,2418,"[(5, 0.75844127320222254)]"
1561,2419,"[(0, 0.27683764570693342), (8, 0.40348985154188127)]"
1562,242,"[(1, 0.63004265302849449), (2, 0.35634719690812683)]"
1563,2420,"[(5, 0.86699864825500872)]"
1564,2421,"[(0, 0.26309339485722005), (7, 0.44140429487619487)]"
1565,2422,"[(1, 0.58686903501120447)]"
1566,2423,"[(9, 0.67252895890375819)]"
1567,2424,"[(5, 0.81821097786875419)]"
1568,2425,"[(1, 0.79529565886380982)]"
1569,2426,"[(4, 0.32199175720062445), (7, 0.49698724984604442)]"
1570,2427,"[(0, 0.33808984759977906), (4, 0.66128863217731693)]"
1571,2428,"[(2, 0.44728429531076219), (7, 0.54817743735286306)]"
1572,2429,"[(0, 0.41655436654951172), (4, 0.3190883668352329)]"
1573,243,"[(1, 0.34206828392901306), (6, 0.5668169348939045)]"
1574,2430,"[(5, 0.88185517019867699)]"
1575,2431,"[(0, 0.94241674793156716)]"
1576,2432,"[(5, 0.99932857227093386)]"
1577,2433,"[(0, 0.22641656655337983), (7, 0.52536953571052403), (8, 0.23179304910225751)]"
1578,2434,"[(7, 0.32843748106770354), (8, 0.65683591237913708)]"
1579,2435,"[(0, 0.21790521741484814), (4, 0.71438599868717911)]"
1580,2436,"[(9, 0.82140457201833283)]"
1581,2437,"[(5, 0.53153092982435346), (7, 0.43481273091592287)]"
1582,2438,"[(4, 0.37593019390608134), (7, 0.20284503637048981), (8, 0.34050700432686293)]"
1583,2439,"[(0, 0.65397778420611952), (8, 0.22293463464445146)]"
1584,244,"[(0, 0.2767159262715862), (1, 0.57595746374322987)]"
1585,2440,"[(5, 0.21095579047132129), (8, 0.70352868252245138)]"
1586,2441,"[(1, 0.8204794351230259)]"
1587,2442,"[(2, 0.37743597490911834), (7, 0.53417446827470327)]"
1588,2443,"[(0, 0.73083496322897801)]"
1589,2444,"[(0, 0.28678438823370478), (7, 0.35598070350861222)]"
1590,2445,"[(9, 0.722697805130598)]"
1591,2446,"[(1, 0.90534755881774676)]"
1592,2447,"[(2, 0.49208648767846952), (7, 0.49588312756609632)]"
1593,2448,"[(5, 0.58857317191636749), (8, 0.23300562091479518)]"
1594,2449,"[(3, 0.29774463046703226), (6, 0.59406556213436756)]"
1595,245,"[(1, 0.76261149600805533)]"
1596,2450,"[(0, 0.20335996887899846), (2, 0.62503226786525679)]"
1597,2451,"[(0, 0.73110142009911705)]"
1598,2452,"[(1, 0.5510021729231831), (5, 0.39586078937958763)]"
1599,2453,"[(5, 0.66294392983494388)]"
1600,2454,"[(0, 0.24102515906457747), (7, 0.57458504218656103)]"
1601,2455,"[(3, 0.31411486337522226), (5, 0.60773450968731912)]"
1602,2456,"[(5, 0.88659091755924802)]"
1603,2457,"[(0, 0.52386935988013161), (2, 0.24221098469797045)]"
1604,2458,"[(2, 0.35358595629430412), (3, 0.2747053965674674), (5, 0.20522364843956267)]"
1605,2459,"[(1, 0.28131723268852893), (5, 0.21775266392928985), (9, 0.35343134628402173)]"
1606,246,"[(1, 0.99741479275958267)]"
1607,2460,"[(0, 0.2965644752441281), (9, 0.58861074502374311)]"
1608,2461,"[(0, 0.2953294873493883), (7, 0.57786206894537751)]"
1609,2462,"[(0, 0.4242845368709125), (2, 0.2564990518515729)]"
1610,2463,"[(7, 0.91216827137070577)]"
1611,2464,"[(4, 0.30974025167298075), (7, 0.33496565645113019)]"
1612,2465,"[(6, 0.34253496603755229), (7, 0.22512114863719168), (9, 0.24433692555007813)]"
1613,2466,"[(4, 0.97439898031862116)]"
1614,2467,"[(6, 0.81454621037093122)]"
1615,2468,"[(0, 0.86057235741605376)]"
1616,2469,"[(7, 0.99096465477607953)]"
1617,2470,"[(0, 0.27828535956709871), (7, 0.66564885263004092)]"
1618,2471,"[(1, 0.70712364738960243)]"
1619,2472,"[(1, 0.99799728832703838)]"
1620,2473,"[(0, 0.53286311601673342), (5, 0.21730752330213648)]"
1621,2474,"[(3, 0.70075139109569418)]"
1622,2475,"[(1, 0.55189865566145013), (3, 0.39463968829151896)]"
1623,2476,"[(5, 0.94123844545267832)]"
1624,2477,"[(0, 0.27766947649899104), (7, 0.21793032727464084), (8, 0.50376075450230728)]"
1625,2478,"[(7, 0.98469340010913331)]"
1626,2479,"[(3, 0.5484043356058611)]"
1627,248,"[(1, 0.79932842938025794)]"
1628,2480,"[(4, 0.28473661226579505), (5, 0.35237229553760335), (6, 0.3226101384687165)]"
1629,2481,"[(0, 0.92278004439443195)]"
1630,2482,"[(6, 0.40956615110740974), (7, 0.32880902923852878)]"
1631,2483,"[(0, 0.77176841059435108)]"
1632,2484,"[(3, 0.20908659273302097), (7, 0.45425546289869856)]"
1633,2485,"[(5, 0.96953330808256621)]"
1634,2486,"[(2, 0.22509124438955974), (4, 0.21781787297029587), (7, 0.41423712861002149)]"
1635,2487,"[(5, 0.21209858938352463), (7, 0.55943906236810637)]"
1636,2488,"[(4, 0.9391604341621671)]"
1637,2489,"[(5, 0.85613932729327757)]"
1638,249,"[(1, 0.99473621338459395)]"
1639,2490,"[(9, 0.66295726458142734)]"
1640,2491,"[(1, 0.41377340133141616), (9, 0.39659696213931001)]"
1641,2492,"[(1, 0.8571890984677818)]"
1642,2493,"[(2, 0.32756154992715225), (3, 0.30950421247025905)]"
1643,2494,"[(3, 0.25454284638633207), (9, 0.53089264219758592)]"
1644,2495,"[(5, 0.22242134519736365), (8, 0.53998558518606932), (9, 0.23692808479732036)]"
1645,2496,"[(7, 0.94385508773349724)]"
1646,2497,"[(2, 0.4306020620846242)]"
1647,2498,"[(4, 0.57594517260953282), (8, 0.26901793197584051)]"
1648,2499,"[(3, 0.46023334005857169), (4, 0.48437916444888002)]"
1649,25,"[(1, 0.67316977609140216)]"
1650,250,"[(0, 0.22063427284967396), (1, 0.44394334130972724), (3, 0.29819562436282882)]"
1651,2500,"[(2, 0.57347962308222733)]"
1652,2501,"[(0, 0.5105461206657721), (2, 0.48732240603726484)]"
1653,2502,"[(7, 0.4500219392005077), (9, 0.22856406109133609)]"
1654,2503,"[(5, 0.97629989570203912)]"
1655,2504,"[(0, 0.77824279936958951)]"
1656,2505,"[(4, 0.2115487968587888), (9, 0.63475800087120726)]"
1657,2506,"[(0, 0.22584182853064511), (7, 0.71881854920655763)]"
1658,2507,"[(2, 0.29176834558793929), (7, 0.55464752757489699)]"
1659,2508,"[(9, 0.92224953652043917)]"
1660,2509,"[(3, 0.3212846064061996), (8, 0.30113798617528209)]"
1661,251,"[(1, 0.81825357022527767)]"
1662,2510,"[(7, 0.92318000854195392)]"
1663,2511,"[(1, 0.62667405820950772)]"
1664,2512,"[(4, 0.21255607926536588), (7, 0.44823868674412681)]"
1665,2513,"[(0, 0.92239920729495795)]"
1666,2514,"[(1, 0.73457384527416036), (9, 0.21584633997338928)]"
1667,2515,"[(2, 0.55096835431840663)]"
1668,2516,"[(0, 0.40692386449369239)]"
1669,2517,"[(0, 0.50346218891565453), (2, 0.23421685085209118)]"
1670,2518,"[(2, 0.29484210524704213), (7, 0.59387307478610429)]"
1671,2519,"[(4, 0.89064116581022235)]"
1672,252,"[(1, 0.97487995503664471)]"
1673,2520,"[(3, 0.45787412365139629), (7, 0.47292566913319911)]"
1674,2521,"[(0, 0.49559018638634583)]"
1675,2522,"[(1, 0.57850038903839718), (9, 0.42056299520483759)]"
1676,2523,"[(3, 0.69563201966578325)]"
1677,2524,"[(3, 0.63463985734658479)]"
1678,2525,"[(5, 0.41429704147358526), (7, 0.25212108990143722)]"
1679,2526,"[(2, 0.42540899204436161), (4, 0.26683761970821152), (7, 0.23448192298617346)]"
1680,2527,"[(7, 0.54626283083200156)]"
1681,2528,"[(3, 0.48822726771812419), (7, 0.26495095458912193)]"
1682,2529,"[(7, 0.69884837980701386), (9, 0.20271837161838491)]"
1683,253,"[(1, 0.6846092322511631)]"
1684,2530,"[(4, 0.26660296363937802), (5, 0.36208053125423473), (9, 0.23181583373774514)]"
1685,2531,"[(2, 0.28914199290614384), (7, 0.61024137161318259)]"
1686,2532,"[(8, 0.76741737246503727)]"
1687,2533,"[(1, 0.98534605979582091)]"
1688,2534,"[(1, 0.25824967517840414), (5, 0.56700110522265068)]"
1689,2535,"[(7, 0.33755948595906266), (8, 0.62895168764857601)]"
1690,2536,"[(7, 0.80740180037089671)]"
1691,2537,"[(5, 0.86898274235942208)]"
1692,2538,"[(4, 0.43366647113016327), (7, 0.45089724398804748)]"
1693,2539,"[(1, 0.68680894901594891), (9, 0.27853850144167536)]"
1694,254,"[(1, 0.54825010244855499), (6, 0.23263003936287699)]"
1695,2540,"[(0, 0.34194231516382484), (4, 0.57945621653968082)]"
1696,2541,"[(4, 0.21950641946019558)]"
1697,2542,"[(0, 0.33213925490294693), (7, 0.59798845270326384)]"
1698,2543,"[(3, 0.26475203486292465), (7, 0.43826760147096483)]"
1699,2544,"[(0, 0.76808240195656763)]"
1700,2545,"[(3, 0.25684065450597288), (5, 0.6620279187152821)]"
1701,2546,"[(4, 0.41245212393740333), (6, 0.29748072827586092)]"
1702,2547,"[(7, 0.94170391315921675)]"
1703,2548,"[(1, 0.35728617452818467), (9, 0.43718213796786404)]"
1704,2549,"[(8, 0.91377400169841883)]"
1705,255,"[(1, 0.42186259858280656), (9, 0.57719366298655483)]"
1706,2550,"[(0, 0.5914255818657701), (7, 0.40354086184397203)]"
1707,2551,"[(1, 0.27858551359289219), (9, 0.30209972844885213)]"
1708,2552,"[(5, 0.86599445039064393)]"
1709,2553,"[(4, 0.85646751599639981)]"
1710,2554,"[(2, 0.38184355210511872), (7, 0.29965049167599006)]"
1711,2555,"[(3, 0.30688892430235609), (7, 0.68858818401641575)]"
1712,2556,"[(3, 0.21416053701602353), (7, 0.49941731981308091)]"
1713,2557,"[(4, 0.36226551246034944), (6, 0.30117577818063301)]"
1714,2558,"[(4, 0.28317928080447985), (6, 0.28595349750949278)]"
1715,2559,"[(4, 0.25774235072835611), (9, 0.40433123045782376)]"
1716,256,"[(1, 0.7675107855492006)]"
1717,2560,"[(0, 0.83370366181373357)]"
1718,2561,"[(0, 0.64219553337505719)]"
1719,2562,"[(1, 0.93828161131830556)]"
1720,2563,"[(0, 0.59972552122975498), (9, 0.30357147515859489)]"
1721,2564,"[(0, 0.65282990376950167)]"
1722,2565,"[(4, 0.30194037651165134), (9, 0.53290819829851432)]"
1723,2566,"[(0, 0.24763921163636907), (7, 0.6756084742742674)]"
1724,2567,"[(3, 0.4531471495573926), (7, 0.38284282663673364)]"
1725,2568,"[(5, 0.48638649457753375), (6, 0.44132589222635527)]"
1726,2569,"[(5, 0.80172505678860706)]"
1727,257,"[(1, 0.43394555060988887), (3, 0.51007192624786024)]"
1728,2570,"[(5, 0.24049463333224269), (9, 0.55302365619875982)]"
1729,2571,"[(2, 0.23054524258378215), (3, 0.49606037814382109)]"
1730,2572,"[(9, 0.61555736314533083)]"
1731,2573,"[(1, 0.57461950455323885), (7, 0.25716923155729032)]"
1732,2574,"[(2, 0.21074358887841327), (5, 0.4794813726613254), (8, 0.20965022474443773)]"
1733,2575,"[(8, 0.3749244350353238)]"
1734,2576,"[(7, 0.86993684255490533)]"
1735,2577,"[(0, 0.74730442968111666)]"
1736,2578,"[(5, 0.22823089124992624), (7, 0.63677382793701898)]"
1737,2579,"[(2, 0.21296307934781572), (7, 0.77385869162817866)]"
1738,258,"[(1, 0.97080013690961175)]"
1739,2580,"[(0, 0.65994983042891764), (7, 0.25254398364478259)]"
1740,2581,"[(1, 0.46780872895726094)]"
1741,2582,"[(1, 0.73120457069858846), (9, 0.25395980538757446)]"
1742,2583,"[(0, 0.72294143786138743)]"
1743,2584,"[(2, 0.25040977034625533), (8, 0.64947853537616085)]"
1744,2585,"[(4, 0.524924680274791), (7, 0.39712421059963804)]"
1745,2586,"[(0, 0.28610687701452414), (8, 0.58117495597809077)]"
1746,2587,"[(3, 0.69131811003119303), (4, 0.3061405588747278)]"
1747,2588,"[(1, 0.85425075035900033)]"
1748,2589,"[(1, 0.890886977867823)]"
1749,259,"[(3, 0.27434249898464652), (7, 0.28283403591203288)]"
1750,2590,"[(0, 0.86833175693434217)]"
1751,2591,"[(6, 0.24880589349154716), (7, 0.50804251004362755)]"
1752,2592,"[(5, 0.51437647865267588), (6, 0.2091237622665458)]"
1753,2593,"[(7, 0.39677849547046745), (8, 0.29413493269595209), (9, 0.28877272894050082)]"
1754,2594,"[(0, 0.50658654511919654), (7, 0.41021771191475426)]"
1755,2595,"[(0, 0.72825809378506934)]"
1756,2596,"[(7, 0.38403858672349911), (8, 0.45925482012787094)]"
1757,2597,"[(5, 0.9818181316637058)]"
1758,2598,"[(7, 0.86185263771588771)]"
1759,2599,"[(5, 0.29701453549591289), (9, 0.58395664112121326)]"
1760,26,"[(1, 0.26913533544724993), (3, 0.33734366545311506), (9, 0.2655171184310236)]"
1761,260,"[(1, 0.53319648169655032), (3, 0.38645789995301466)]"
1762,2600,"[(0, 0.5383347966157751), (8, 0.33944486034961874)]"
1763,2601,"[(3, 0.42770370210875552), (4, 0.32403594672180552)]"
1764,2602,"[(7, 0.97723613030127832)]"
1765,2603,"[(0, 0.21264974292523539), (2, 0.41604772273579155), (7, 0.32154722358520316)]"
1766,2604,"[(4, 0.51388869878462184), (9, 0.29379732889445476)]"
1767,2605,"[(0, 0.72494272216842925)]"
1768,2606,"[(0, 0.33771108866659111), (7, 0.28996051641138704), (8, 0.35318991110652542)]"
1769,2607,"[(6, 0.58337699310675983), (9, 0.37124799916389617)]"
1770,2608,"[(7, 0.90087551509027453)]"
1771,2609,"[(0, 0.3768855205908202), (7, 0.43160212883863508)]"
1772,261,"[(3, 0.31165771348065041)]"
1773,2610,"[(2, 0.22433461512304548), (4, 0.60959013552548869)]"
1774,2611,"[(0, 0.96885302335822554)]"
1775,2612,"[(9, 0.69963233647541878)]"
1776,2613,"[(7, 0.73876292605356153)]"
1777,2614,"[(2, 0.20787688432197288), (6, 0.5471194990278353)]"
1778,2615,"[(0, 0.22633104679302438), (2, 0.21673922282791369), (7, 0.51694452011615277)]"
1779,2616,"[(4, 0.38812011079221836), (7, 0.38173123065546088)]"
1780,2617,"[(0, 0.47876487615661095), (8, 0.32959035547718069)]"
1781,2618,"[(2, 0.23095804176308715), (7, 0.50458544801684169)]"
1782,2619,"[(2, 0.63561974001555255), (7, 0.32345950769644827)]"
1783,262,"[(0, 0.38891023383431383), (1, 0.57554971147025913)]"
1784,2620,"[(1, 0.27964108200721499), (9, 0.60851738692469926)]"
1785,2621,"[(5, 0.52493983774963648), (8, 0.39209784065979564)]"
1786,2622,"[(3, 0.3766081841591632), (7, 0.61811996652135959)]"
1787,2623,"[(5, 0.49205356643421561), (8, 0.44861575444733731)]"
1788,2624,"[(9, 0.71615500351983075)]"
1789,2625,"[(0, 0.59535910575936768), (8, 0.3778609781975743)]"
1790,2626,"[(2, 0.34565914108727192), (7, 0.57366975644520146)]"
1791,2627,"[(9, 0.66758406201304921)]"
1792,2628,"[(2, 0.55851200468822815), (7, 0.20185627685496935)]"
1793,2629,"[(0, 0.20457758489076733), (7, 0.71351069360480335)]"
1794,263,"[(1, 0.30829443236204845), (3, 0.38299514578798749)]"
1795,2630,"[(0, 0.78420577616567877)]"
1796,2631,"[(9, 0.98438108622135301)]"
1797,2632,"[(7, 0.81960715057292721)]"
1798,2633,"[(5, 0.99075711276620915)]"
1799,2634,"[(5, 0.23214216986347375), (8, 0.75969149311854278)]"
1800,2635,"[(6, 0.87817412040769716)]"
1801,2636,"[(7, 0.39784910314427863), (8, 0.50455654071120748)]"
1802,2637,"[(0, 0.26308677823494436), (8, 0.59770903115662111)]"
1803,2638,"[(3, 0.73954524769992791)]"
1804,2639,"[(4, 0.67235144203531427)]"
1805,264,"[(1, 0.24599939373457858), (3, 0.30392800703813638), (4, 0.26301168649156853)]"
1806,2640,"[(2, 0.23350117797778611), (3, 0.56351741354195062)]"
1807,2641,"[(3, 0.36354636401507368), (4, 0.25812023513087412)]"
1808,2642,"[(3, 0.21498791701580464), (4, 0.37164994570262833)]"
1809,2643,"[(1, 0.58637918278748402), (9, 0.30972458956306631)]"
1810,2644,"[(1, 0.33236088070655173), (7, 0.25660234021522177)]"
1811,2645,"[(0, 0.76863169973874146)]"
1812,2646,"[(7, 0.74078410968420916)]"
1813,2647,"[(0, 0.64208351794858132), (7, 0.22464718365157746)]"
1814,2648,"[(2, 0.48377218913181574), (3, 0.27162635161032145)]"
1815,2649,"[(1, 0.96836214780432728)]"
1816,265,"[(1, 0.3178496295775658), (4, 0.24305370655741512), (9, 0.26353952009628367)]"
1817,2650,"[(8, 0.28066527925778889), (9, 0.64661290994663256)]"
1818,2651,"[(3, 0.23707601372810516), (7, 0.61960323331138589)]"
1819,2652,"[(3, 0.42169429644247808), (7, 0.40611927110026841)]"
1820,2653,"[(0, 0.48103896325784379), (7, 0.30644106289739936)]"
1821,2654,"[(3, 0.36106795562543842), (4, 0.33890199224129047), (6, 0.21234056272559707)]"
1822,2655,"[(2, 0.34368088615242576), (7, 0.45308109475195268)]"
1823,2656,"[(0, 0.8138214870620204)]"
1824,2657,"[(0, 0.74694363736940628)]"
1825,2658,"[(3, 0.31863640964726386), (4, 0.40913905935563571), (9, 0.26366852186526551)]"
1826,2659,"[(6, 0.62526404405323088), (7, 0.27505438941536942)]"
1827,266,"[(1, 0.37527163570219396), (3, 0.62120563325748679)]"
1828,2660,"[(3, 0.47606679176513855), (6, 0.38623452235957134)]"
1829,2661,"[(0, 0.25407797685776934), (4, 0.55621469317205319)]"
1830,2662,"[(1, 0.49585461134567094), (2, 0.21704850467910342)]"
1831,2663,"[(7, 0.64782313030558936), (9, 0.21398663050333977)]"
1832,2664,"[(1, 0.23769417572501284), (3, 0.26584429587807751), (5, 0.26704556782252276)]"
1833,2665,"[(2, 0.34111097032615173), (7, 0.55763107907282639)]"
1834,2666,"[(7, 0.96005741902627273)]"
1835,2667,"[(3, 0.49476887929828661), (4, 0.21992663040642885)]"
1836,2668,"[(9, 0.78776518202479062)]"
1837,2669,"[(2, 0.26091440787321635), (7, 0.62372347540317963)]"
1838,267,"[(1, 0.25690047938346605), (3, 0.73698263548595966)]"
1839,2670,"[(0, 0.44140234845853621), (7, 0.44961265365616182)]"
1840,2671,"[(1, 0.89751497263107705)]"
1841,2672,"[(4, 0.59524609383882798)]"
1842,2673,"[(5, 0.39650282280698651), (8, 0.60210053509745676)]"
1843,2674,"[(1, 0.68449109627025617), (9, 0.20322549103368484)]"
1844,2675,"[(1, 0.44492388166516239), (5, 0.23381181572439733), (9, 0.22144383017391739)]"
1845,2676,"[(0, 0.9896611072957161)]"
1846,2677,"[(7, 0.51137774062214503), (8, 0.409057233772538)]"
1847,2678,"[(4, 0.22142396989871457), (9, 0.66162286550265992)]"
1848,2679,"[(4, 0.40872480210970169), (8, 0.5354797744091544)]"
1849,268,"[(2, 0.28761122942171835), (6, 0.3609514460980765), (9, 0.23294626839299767)]"
1850,2680,"[(5, 0.78435196478570957)]"
1851,2681,"[(2, 0.89752517299208201)]"
1852,2682,"[(2, 0.31474636690418967), (7, 0.22419150873818763), (8, 0.25354367924902932)]"
1853,2683,"[(1, 0.7490317359360622)]"
1854,2684,"[(4, 0.22226210159199361), (6, 0.38252563426289532)]"
1855,2685,"[(0, 0.58611630525837644), (2, 0.21037332864310218), (7, 0.20285167964934717)]"
1856,2686,"[(2, 0.35441321113105617), (7, 0.64325770311388764)]"
1857,2687,"[(1, 0.23962975013533239), (5, 0.73548310913344173)]"
1858,2688,"[(4, 0.58839742084753865)]"
1859,2689,"[(0, 0.32508732718609928), (4, 0.47197449354425236)]"
1860,269,"[(4, 0.27756560285420467), (6, 0.49421705338572264)]"
1861,2690,"[(1, 0.93345148113381227)]"
1862,2691,"[(3, 0.45650270093005152), (4, 0.23949910595763754), (7, 0.20584585834555966)]"
1863,2692,"[(0, 0.27529046070290425), (2, 0.38907383907213933), (8, 0.33320476216044248)]"
1864,2693,"[(0, 0.44819070281634193), (4, 0.43065472680337979)]"
1865,2694,"[(1, 0.86924300089959361)]"
1866,2695,"[(7, 0.94302539386230166)]"
1867,2696,"[(6, 0.27665676752379892), (9, 0.67709808523521897)]"
1868,2697,"[(1, 0.972072777037299)]"
1869,2698,"[(4, 0.99403207830008578)]"
1870,2699,"[(7, 0.61577117329256104)]"
1871,27,"[(1, 0.99125200973017924)]"
1872,270,"[(1, 0.63218013036986187), (4, 0.31997097544571745)]"
1873,2700,"[(0, 0.48052678870842674), (2, 0.21127167589876375), (8, 0.28387870357586886)]"
1874,2701,"[(2, 0.28457635520965019), (7, 0.69629214710595966)]"
1875,2702,"[(7, 0.89806366563284201)]"
1876,2703,"[(1, 0.73441970627414421), (5, 0.25938774415418042)]"
1877,2704,"[(5, 0.64896833532617437), (8, 0.34959296973024673)]"
1878,2705,"[(7, 0.24613015647412764), (8, 0.53116825642293819)]"
1879,2706,"[(3, 0.97329308077857224)]"
1880,2707,"[(1, 0.42415362897252851), (9, 0.57407524406052979)]"
1881,2708,"[(2, 0.2043834270499372), (3, 0.61158115175183037)]"
1882,2709,"[(0, 0.52031149908990482), (7, 0.47200742808820728)]"
1883,2710,"[(0, 0.34245367761029816), (9, 0.60058904240194466)]"
1884,2711,"[(1, 0.22621348058530852), (4, 0.2009586869218582), (5, 0.20429998816576153)]"
1885,2712,"[(0, 0.22825181945209602), (9, 0.77094517846837163)]"
1886,2713,"[(0, 0.23066780411377175), (7, 0.65705962505190985)]"
1887,2714,"[(5, 0.28688329468793466), (6, 0.48066438587113375)]"
1888,2715,"[(3, 0.23832135587301498), (6, 0.28344493112597557), (9, 0.35491804824189338)]"
1889,2716,"[(1, 0.63362240287840277)]"
1890,2717,"[(5, 0.23900794272052911), (7, 0.46875295957111851)]"
1891,2718,"[(2, 0.20426585379820694), (7, 0.789793961984677)]"
1892,2719,"[(0, 0.40490629014934942), (7, 0.39754853603678358)]"
1893,272,"[(1, 0.88349173200309505)]"
1894,2720,"[(2, 0.49084259042635464), (3, 0.28525119770997598)]"
1895,2721,"[(5, 0.23472544368775411), (9, 0.52257310390934686)]"
1896,2722,"[(0, 0.78208444641756947)]"
1897,2723,"[(5, 0.89082720348735389)]"
1898,2724,"[(0, 0.30431602923978934), (7, 0.64320562157827454)]"
1899,2725,"[(0, 0.48364788073552561)]"
1900,2726,"[(2, 0.50015751496477601), (8, 0.23254346192383599)]"
1901,2727,"[(5, 0.9723406048643557)]"
1902,2728,"[(7, 0.70377957079486242)]"
1903,2729,"[(8, 0.97062896552646927)]"
1904,273,"[(3, 0.70978407413303723)]"
1905,2730,"[(5, 0.64904993737764616), (8, 0.35017991382359337)]"
1906,2731,"[(1, 0.81101051442421423)]"
1907,2732,"[(3, 0.33048972276670202), (8, 0.32594693908399386), (9, 0.2662341610073356)]"
1908,2733,"[(7, 0.65141046628516275)]"
1909,2734,"[(5, 0.77392800474961543), (8, 0.22529580209771441)]"
1910,2735,"[(3, 0.35951242949765938), (7, 0.48884078390559305)]"
1911,2736,"[(0, 0.76503790783798586)]"
1912,2737,"[(1, 0.87205136748822121)]"
1913,2738,"[(7, 0.52802100848532352), (9, 0.20685778536602831)]"
1914,2739,"[(7, 0.8966817053437186)]"
1915,274,"[(0, 0.283005233885185), (1, 0.22312822132054538), (8, 0.30038765572273884)]"
1916,2740,"[(0, 0.75759130602095326)]"
1917,2741,"[(1, 0.26908981997207748), (2, 0.26972605277243045), (9, 0.21682665019772632)]"
1918,2742,"[(7, 0.58228372269784046), (8, 0.29076044510713056)]"
